"","safra","codFaz","bloco","talhao","estagio","variedade","tipoProp","usina","ambProd","tchEst","tchReal","days"
"1",21213,430001,1,1,"4","RB855453 ","PARC","COR","B",60,56.3,412
"2",21213,430001,1,2,"4","SP813250","PARC","COR","B",80,75.07,412
"3",21213,430001,1,3,"4","SP813250","PARC","COR","B",80,74.95,407
"4",21213,430001,1,4,"4","SP813250","PARC","COR","B",80,72.89,402
"5",21213,430001,1,5,"4","RB72454","PARC","COR","F",80,75.08,388
"6",21213,430001,1,5,"4","RB72454","PARC","COR","F",80,75.08,388
"7",21213,430001,1,6,"4","RB72454","PARC","COR","G",80,75.08,389
"8",21213,430001,1,7,"4","RB72454","PARC","COR","G",65,60.99,389
"9",21213,430001,1,8,"4","RB72454","PARC","COR","F",80,75.09,392
"10",21213,430001,1,8,"4","RB72454","PARC","COR","F",80,75.09,392
"12",21213,430001,1,10,"4","RB855453 ","PARC","COR","B",60,56.29,412
"13",21213,430001,1,11,"4","RB855453 ","PARC","COR","B",80,75.08,391
"14",21213,430001,1,12,"4","SP813250","PARC","COR","G",90,84.43,387
"15",21213,430001,1,12,"4","SP813250","PARC","COR","G",90,84.43,387
"16",21213,430001,1,13,"3","SP813250","PARC","COR","C",80,75.08,407
"17",21213,430001,1,14,"3","SP813250","PARC","COR","C",80,75.05,412
"18",21213,430001,1,15,"4","SP813250","PARC","COR","C",80,74.87,383
"19",21213,430001,1,17,"4","SP813250","PARC","COR","C",80,78.96,385
"20",21213,430001,1,17,"4","SP813250","PARC","COR","C",80,78.96,385
"21",21213,430002,1,1,"3","SP813250","PARC","COR","G",50,49.76,370
"22",21213,430002,1,2,"3","SP813250","PARC","COR","G",50,49.77,371
"23",21213,430002,1,3,"3","SP813250","PARC","COR","G",50,49.79,369
"24",21213,430002,1,4,"3","SP813250","PARC","COR","G",50,49.79,371
"25",21213,430002,1,5,"3","SP813250","PARC","COR","G",50,49.8,371
"26",21213,430002,1,6,"3","SP813250","PARC","COR","G",60,59.74,370
"27",21213,430002,1,7,"3","SP813250","PARC","COR","G",60,59.71,371
"28",21213,430002,1,8,"3","SP813250","PARC","COR","G",60,59.7,369
"29",21213,430002,1,9,"3","SP813250","PARC","COR","G",60,59.76,370
"30",21213,430002,1,10,"3","SP813250","PARC","COR","G",60,61.37,370
"31",21213,430002,1,11,"3","SP813250","PARC","COR","G",60,61.4,372
"32",21213,430002,1,12,"3","SP813250","PARC","COR","G",60,61.38,371
"33",21213,430002,1,13,"3","SP813250","PARC","COR","G",60,61.41,368
"34",21213,430002,1,14,"3","SP813250","PARC","COR","G",60,61.33,369
"35",21213,430002,1,15,"3","SP813250","PARC","COR","G",60,61.39,369
"36",21213,430002,1,16,"3","SP813250","PARC","COR","G",60,61.45,371
"37",21213,430002,1,17,"3","SP813250","PARC","COR","G",50,53.49,379
"38",21213,430002,1,18,"3","SP813250","PARC","COR","G",50,53.49,375
"39",21213,430002,1,19,"3","SP813250","PARC","COR","G",60,64.27,384
"40",21213,430002,1,20,"3","SP813250","PARC","COR","G",60,64.11,379
"41",21213,430002,1,21,"3","SP813250","PARC","COR","G",60,64.21,380
"42",21213,430002,1,22,"3","SP813250","PARC","COR","G",60,64.19,380
"43",21213,430002,1,23,"3","SP813250","PARC","COR","G",60,64.27,379
"44",21213,430002,1,24,"3","SP813250","PARC","COR","G",60,64.22,381
"45",21213,430002,1,25,"3","SP813250","PARC","COR","G",60,64.22,379
"46",21213,430002,1,26,"3","SP813250","PARC","COR","G",60,67.41,379
"47",21213,430002,1,27,"2","RB835054","PARC","COR","G",60,72.3,449
"48",21213,430002,1,28,"2","RB835054","PARC","COR","G",60,72.28,447
"49",21213,430002,1,29,"2","RB835054","PARC","COR","G",60,72.27,515
"50",21213,430002,1,30,"2","RB835054","PARC","COR","G",60,72.3,343
"57",21213,430003,1,7,"2","SP80-1842 ","PARC","COR","G",70,65.24,247
"58",21213,430004,1,1,"4","RB835486 ","PARC","COR","G",60,61.91,426
"59",21213,430004,1,2,"4","RB835486 ","PARC","COR","G",60,61.91,426
"60",21213,430004,1,3,"4","RB835486 ","PARC","COR","G",60,61.9,425
"61",21213,430004,1,4,"4","RB835486 ","PARC","COR","G",60,61.91,426
"62",21213,430004,1,5,"4","RB835486 ","PARC","COR","G",60,61.91,426
"63",21213,430004,1,6,"4","RB835486 ","PARC","COR","G",60,61.89,426
"64",21213,430004,1,7,"4","RB835486 ","PARC","COR","G",60,61.89,428
"65",21213,430004,1,8,"4","RB835486 ","PARC","COR","G",60,61.9,425
"66",21213,430004,1,9,"4","RB835486 ","PARC","COR","G",60,61.9,439
"67",21213,430004,1,10,"4","RB835486 ","PARC","COR","G",55,54.8,425
"68",21213,430004,1,11,"4","RB835486 ","PARC","COR","G",55,54.83,424
"69",21213,430004,1,12,"4","RB835486 ","PARC","COR","G",55,54.82,424
"70",21213,430004,1,13,"4","RB835486 ","PARC","COR","G",55,54.79,421
"71",21213,430004,1,14,"4","RB835486 ","PARC","COR","G",55,54.84,420
"72",21213,430004,1,15,"4","RB835486 ","PARC","COR","G",55,54.75,419
"73",21213,430004,1,16,"4","RB835486 ","PARC","COR","G",55,54.79,421
"74",21213,430004,1,17,"4","RB835486 ","PARC","COR","G",55,54.82,421
"75",21213,430004,1,18,"4","RB835486 ","PARC","COR","G",55,54.9,421
"76",21213,430004,1,19,"3","RB835486 ","PARC","COR","G",60,61.88,429
"77",21213,430004,1,20,"3","RB835054","PARC","COR","G",60,61.9,430
"78",21213,430004,1,21,"3","RB835486 ","PARC","COR","G",60,61.86,426
"79",21213,430004,1,22,"3","RB835486 ","PARC","COR","G",60,61.88,415
"80",21213,430004,1,23,"3","RB835486 ","PARC","COR","G",20,20.63,414
"81",21213,430004,1,24,"3","RB835486 ","PARC","COR","G",55,56.74,428
"82",21213,430004,1,25,"3","RB835486 ","PARC","COR","G",55,56.75,415
"83",21213,430004,1,26,"3","RB835486 ","PARC","COR","G",20,20.63,414
"84",21213,430004,1,27,"3","RB835486 ","PARC","COR","G",55,56.73,431
"85",21213,430004,1,28,"3","RB835486 ","PARC","COR","G",55,56.74,422
"86",21213,430004,1,29,"3","RB835486 ","PARC","COR","G",55,56.74,422
"87",21213,430004,1,30,"3","RB835486 ","PARC","COR","G",55,56.75,431
"88",21213,430004,1,31,"3","RB835486 ","PARC","COR","G",55,56.75,423
"89",21213,430004,1,32,"3","RB835486 ","PARC","COR","G",55,56.73,424
"90",21213,430004,1,33,"3","RB835486 ","PARC","COR","G",55,56.68,429
"91",21213,430004,1,34,"3","RB835486 ","PARC","COR","G",55,56.75,423
"92",21213,430004,1,35,"3","RB835486 ","PARC","COR","G",55,57.27,424
"93",21213,430004,1,36,"3","RB835486 ","PARC","COR","G",55,46.91,446
"94",21213,430004,1,37,"3","RB835486 ","PARC","COR","G",55,46.91,448
"95",21213,430004,1,38,"3","RB835486 ","PARC","COR","G",55,46.92,447
"96",21213,430004,1,39,"3","RB835486 ","PARC","COR","G",55,46.91,449
"97",21213,430004,1,40,"3","RB835486 ","PARC","COR","G",55,46.92,451
"98",21213,430004,1,45,"2","RB867515","PARC","COR","G",65,51.52,309
"99",21213,430004,1,47,"2","RB867515","PARC","COR","G",65,51.47,313
"100",21213,430004,1,48,"2","RB867515","PARC","COR","G",65,51.53,310
"101",21213,430004,1,49,"2","RB867515","PARC","COR","G",65,51.49,312
"102",21213,430004,1,50,"2","RB867515","PARC","COR","G",65,51.56,313
"103",21213,430004,1,51,"2","RB867515","PARC","COR","G",65,51.51,311
"104",21213,430004,1,53,"2","RB867515","PARC","COR","G",65,51.54,325
"105",21213,430004,1,54,"2","RB867515","PARC","COR","G",65,51.53,331
"106",21213,430004,1,55,"2","RB867515","PARC","COR","G",80,63.4,308
"108",21213,430004,1,57,"2","RB867515","PARC","COR","E",80,63.41,321
"109",21213,430004,1,58,"2","RB867515","PARC","COR","E",60,47.76,317
"116",21213,430005,1,1,"4","RB835486 ","PARC","COR","G",70,65.24,383
"117",21213,430005,1,2,"4","RB835486 ","PARC","COR","G",70,65.22,383
"118",21213,430005,1,3,"4","RB835486 ","PARC","COR","G",70,65.24,385
"119",21213,430005,1,4,"4","RB835486 ","PARC","COR","G",70,60.58,387
"120",21213,430005,1,5,"4","RB835486 ","PARC","COR","G",70,65.23,393
"121",21213,430005,1,6,"4","RB835486 ","PARC","COR","A",70,60.56,388
"122",21213,430005,1,7,"4","RB835486 ","PARC","COR","G",70,59.28,388
"124",21213,430005,1,10,"4","RB835486 ","PARC","COR","G",70,67.29,393
"125",21213,430006,1,1,"4","SP80-3280","PARC","COR","C",60,68.73,366
"126",21213,430006,1,2,"4","SP80-3280","PARC","COR","C",60,68.73,366
"127",21213,430006,1,3,"4","RB855453 ","PARC","COR","C",60,68.73,366
"128",21213,430006,1,3,"4","RB855453 ","PARC","COR","C",60,68.73,366
"129",21213,430006,1,4,"4","RB855453 ","PARC","COR","C",60,68.75,363
"130",21213,430006,1,4,"4","RB855453 ","PARC","COR","C",60,68.75,363
"131",21213,430006,1,5,"4","RB855453 ","PARC","COR","D",60,68.71,359
"132",21213,430006,1,6,"4","RB855453 ","PARC","COR","C",60,68.71,360
"134",21213,430006,1,8,"4","SP80-3280","PARC","COR","C",60,68.74,361
"135",21213,430006,1,9,"4","RB72454","PARC","COR","F",60,68.71,352
"136",21213,430006,1,10,"4","SP80-3280","PARC","COR","G",60,68.72,349
"137",21213,430006,1,11,"4","RB72454","PARC","COR","F",60,68.73,351
"138",21213,430006,1,12,"4","SP83-2847","PARC","COR","G",60,68.74,346
"140",21213,430006,1,13,"4","SP83-2847","PARC","COR","G",75,88.27,366
"142",21213,430006,1,14,"4","SP83-2847","PARC","COR","G",75,88.43,365
"147",21213,430006,1,18,"4","SP813250","PARC","COR","G",75,51.61,365
"149",21213,430006,1,19,"4","SP83-2847","PARC","COR","G",75,88.42,364
"151",21213,430006,1,20,"4","RB835054","PARC","COR","G",75,88.44,368
"153",21213,430006,1,21,"4","SP813250","PARC","COR","G",75,31.54,367
"154",21213,430006,1,22,"4","SP813250","PARC","COR","C",75,88.37,375
"156",21213,430006,1,23,"4","SP813250","PARC","COR","G",75,88.39,371
"157",21213,430006,1,24,"4","SP83-2847","PARC","COR","G",75,88.43,378
"158",21213,430006,1,25,"4","SP813250","PARC","COR","G",75,88.38,379
"159",21213,430006,1,26,"4","SP813250","PARC","COR","G",75,88.42,377
"160",21213,430006,1,27,"4","SP80-3280","PARC","COR","B",50,57.26,364
"161",21213,430006,1,28,"4","SP80-3280","PARC","COR","B",50,57.27,361
"162",21213,430006,1,28,"4","SP80-3280","PARC","COR","B",50,57.27,361
"163",21213,430006,1,29,"4","SP80-3280","PARC","COR","C",50,57.3,361
"164",21213,430006,1,29,"4","SP80-3280","PARC","COR","C",50,57.3,361
"165",21213,430006,1,30,"4","RB835054","PARC","COR","B",30,31.9,379
"166",21213,430006,1,31,"4","RB835054","PARC","COR","B",30,31.88,379
"167",21213,430006,1,32,"4","SP813250","PARC","COR","B",40,42.51,375
"168",21213,430006,1,33,"4","SP813250","PARC","COR","C",40,42.51,377
"169",21213,430006,1,34,"4","SP813250","PARC","COR","G",50,53.15,376
"170",21213,430006,1,35,"4","SP813250","PARC","COR","C",50,53.17,377
"171",21213,430006,1,36,"4","SP813250","PARC","COR","G",50,53.18,375
"172",21213,430006,1,37,"4","SP91-1049","PARC","COR","G",50,53.18,375
"173",21213,430006,1,38,"4","RB835054","PARC","COR","B",50,53.15,379
"174",21213,430006,1,39,"4","RB835054","PARC","COR","B",40,42.5,379
"175",21213,430006,1,40,"4","RB835054","PARC","COR","A",55,58.43,381
"176",21213,430006,1,41,"3","RB867515","PARC","COR","G",55,63.18,354
"177",21213,430006,1,42,"3","RB867515","PARC","COR","D",55,64.8,368
"178",21213,430006,1,43,"3","RB867515","PARC","COR","B",55,64.84,367
"179",21213,430006,1,44,"4","SP813250","PARC","COR","C",55,64.87,378
"180",21213,430006,1,45,"4","SP813250","FORN","COR","C",55,64.74,379
"181",21213,430006,1,46,"4","SP813250","PARC","COR","C",55,64.79,377
"182",21213,430006,1,47,"4","SP813250","PARC","COR","C",55,65.78,377
"183",21213,430006,1,48,"2","RB867515","PARC","COR","A",55,58.48,384
"184",21213,430006,1,49,"2","RB867515","PARC","COR","A",55,58.46,384
"185",21213,430006,1,50,"2","RB867515","PARC","COR","A",55,58.74,383
"186",21213,430007,1,2,"4","SP91-1049","PARC","COR","C",60,64.67,378
"187",21213,430007,1,3,"4","SP80-3280","PARC","COR","C",40,43.12,379
"188",21213,430007,1,4,"4","SP80-3280","PARC","COR","B",60,64.51,376
"189",21213,430007,1,5,"4","SP80-3280","PARC","COR","C",60,64.67,379
"190",21213,430007,1,7,"4","SP80-1842 ","PARC","COR","C",30,32.35,376
"191",21213,430007,1,8,"3","RB835054","PARC","COR","C",60,23.6,409
"194",21213,430008,1,4,"3","RB867515","PROPR","COR","G",45,35.34,350
"195",21213,430008,1,5,"3","RB867515","PROPR","COR","G",45,35.33,349
"196",21213,430008,1,6,"3","RB867515","PROPR","COR","G",45,35.3,346
"197",21213,430008,1,7,"3","RB867515","PROPR","COR","G",45,35.35,346
"198",21213,430008,1,8,"3","RB867515","PROPR","COR","G",45,35.31,346
"201",21213,430008,1,11,"3","RB867515","PROPR","COR","G",45,35.35,346
"205",21213,430010,1,1,"3","SP813250","PARC","COR","G",55,45.16,382
"206",21213,430010,1,2,"4","SP813250","PARC","COR","G",55,45.15,380
"207",21213,430010,1,4,"3","SP813250","PARC","COR","G",55,45.15,379
"208",21213,430010,1,5,"3","SP813250","PARC","COR","G",55,45.17,379
"209",21213,430010,1,6,"3","SP813250","PARC","COR","G",55,45.18,381
"210",21213,430010,1,7,"3","RB867515","PARC","COR","G",55,45.16,373
"211",21213,430010,1,8,"3","SP813250","PARC","COR","G",55,45.19,381
"212",21213,430010,1,9,"3","SP813250","PARC","COR","G",55,45.17,380
"213",21213,430010,1,10,"3","SP813250","PARC","COR","G",55,45.11,380
"214",21213,430010,1,11,"3","SP813250","PARC","COR","G",55,45.17,382
"215",21213,430010,1,12,"3","SP813250","PARC","COR","G",55,45.13,376
"216",21213,430010,1,13,"3","RB867515","PARC","COR","G",55,45.12,375
"217",21213,430010,1,14,"3","SP813250","PARC","COR","G",55,45.16,377
"218",21213,430010,1,15,"3","SP813250","PARC","COR","G",40,32.86,377
"219",21213,430010,1,16,"3","SP813250","PARC","COR","G",40,32.82,374
"220",21213,430010,1,17,"3","SP813250","PARC","COR","G",40,32.85,375
"221",21213,430010,1,18,"3","SP813250","PARC","COR","G",40,32.83,374
"222",21213,430010,1,19,"3","SP813250","PARC","COR","G",40,33.1,377
"226",21213,430010,1,23,"4","RB855453 ","PARC","COR","G",65,47.05,244
"228",21213,430010,1,25,"4","RB855453 ","PARC","COR","G",65,52.29,244
"229",21213,430011,1,1,"4","SP813250","PARC","COR","D",50,37.41,250
"230",21213,430011,1,2,"4","SP813250","PARC","COR","B",50,37.41,262
"231",21213,430011,1,3,"4","SP813250","PARC","COR","G",50,33.26,254
"232",21213,430011,1,5,"4","SP813250","PARC","COR","D",45,37.4,266
"233",21213,430011,1,6,"4","SP813250","PARC","COR","G",45,33.24,260
"234",21213,430011,1,7,"4","SP813250","PARC","COR","D",45,37.4,266
"235",21213,430011,1,8,"4","SP813250","PARC","COR","G",45,37.4,265
"236",21213,430011,1,9,"18m","SP813250","PARC","COR","G",50,40.83,425
"237",21213,430011,1,10,"4","SP813250","PARC","COR","G",50,37.41,254
"238",21213,430011,1,11,"18m","SP813250","PARC","COR","G",50,40.82,425
"239",21213,430011,1,16,"3","SP813250","PARC","COR","G",50,16.63,261
"242",21213,430013,1,3,"3","SP813250","PARC","COR","G",72,59.97,330
"243",21213,430013,1,4,"3","SP813250","PARC","COR","G",72,59.95,330
"244",21213,430013,1,5,"4","SP813250","PARC","COR","F",72,60,329
"245",21213,430013,1,6,"4","RB867515","PARC","COR","G",72,57.24,339
"247",21213,430013,1,8,"3","RB867515","PARC","COR","G",72,57.22,333
"248",21213,430013,1,9,"3","RB867515","PARC","COR","G",72,57.23,333
"249",21213,430013,1,10,"4","RB835054","PARC","COR","G",42,33.38,338
"250",21213,430013,1,11,"4","RB835054","PARC","COR","G",42,33.39,337
"260",21213,430013,1,23,"3","RB867515","PARC","COR","G",72,57.25,341
"261",21213,430013,1,24,"3","RB867515","PARC","COR","G",70,55.66,340
"264",21213,430013,1,27,"3","RB867515","PARC","COR","G",70,55.84,341
"265",21213,430013,1,28,"18m","RB855453 ","PARC","COR","C",100,78.13,409
"266",21213,430013,1,29,"18m","RB855453 ","PARC","COR","G",100,100.45,471
"267",21213,430013,1,30,"18m","RB855453 ","PARC","COR","C",100,100.46,399
"268",21213,430013,1,31,"18m","RB855453 ","PARC","COR","G",100,100.42,474
"269",21213,430013,1,32,"18m","RB855453 ","PARC","COR","C",100,100.45,414
"270",21213,430013,1,33,"18m","RB855453 ","PARC","COR","C",100,100.5,415
"271",21213,430013,1,34,"12m","RB867515","PARC","COR","F",40,47.64,309
"272",21213,430013,1,35,"12m","RB867515","PARC","COR","F",40,47.63,320
"273",21213,430013,1,36,"12m","RB867515","PARC","COR","F",40,12.26,424
"274",21213,430013,1,36,"12m","RB867515","PARC","COR","F",40,12.26,424
"275",21213,430013,1,37,"15M","RB835054","PARC","COR","F",40,47.61,372
"276",21213,430013,1,38,"15M","RB835054","PARC","COR","F",40,47.64,369
"277",21213,430013,1,39,"15M","RB835054","PARC","COR","F",50,59.54,373
"278",21213,430013,1,41,"15M","RB835054","PARC","COR","F",40,54.73,406
"279",21213,430013,1,42,"15M","RB835054","PARC","COR","F",50,59.54,370
"280",21213,430013,1,43,"15M","RB835054","PARC","COR","F",30,35.66,367
"281",21213,430013,1,44,"15M","RB835054","PARC","COR","F",50,59.75,372
"284",21213,430014,1,13,"4","SP813250","PARC","COR","D",70,33.85,357
"285",21213,430014,1,15,"12m","SP813250","PARC","COR","F",70,33.95,326
"286",21213,430015,1,1,"4","RB867515","PARC","COR","G",75,75.03,377
"287",21213,430015,1,1,"4","RB867515","PARC","COR","G",75,75.03,377
"288",21213,430015,1,2,"4","RB867515","PARC","COR","G",75,75.22,378
"289",21213,430015,1,2,"4","RB867515","PARC","COR","G",75,75.22,378
"290",21213,430015,1,3,"3","RB867515","PARC","COR","G",75,75.14,383
"291",21213,430015,1,4,"3","RB867515","PARC","COR","G",75,75.18,383
"292",21213,430015,1,5,"3","RB867515","PARC","COR","G",75,75.17,384
"293",21213,430015,1,6,"3","RB867515","PARC","COR","G",75,75.2,383
"294",21213,430015,1,7,"4","RB867515","PARC","COR","G",75,75.18,378
"295",21213,430015,1,7,"4","RB867515","PARC","COR","G",75,75.18,378
"296",21213,430015,1,8,"4","RB867515","PARC","COR","G",75,75.18,379
"297",21213,430015,1,8,"4","RB867515","PARC","COR","G",75,75.18,379
"298",21213,430015,1,9,"4","RB867515","PARC","COR","G",75,75.19,376
"299",21213,430015,1,9,"4","RB867515","PARC","COR","G",75,75.19,376
"300",21213,430015,1,10,"4","RB867515","PARC","COR","G",60,60.13,381
"301",21213,430015,1,11,"3","RB867515","PARC","COR","G",60,59.83,380
"302",21213,430015,1,12,"3","RB867515","PARC","COR","G",60,60.1,379
"303",21213,430015,1,13,"4","RB867515","PARC","COR","G",60,60.17,383
"304",21213,430015,1,14,"4","RB867515","PARC","COR","G",60,60.18,381
"305",21213,430015,1,15,"3","RB867515","PARC","COR","G",60,60.11,384
"306",21213,430015,1,16,"3","RB867515","PARC","COR","G",60,60.08,381
"307",21213,430015,1,17,"3","RB867515","PARC","COR","G",60,60.04,386
"308",21213,430015,1,18,"3","RB867515","PARC","COR","G",60,60.12,383
"309",21213,430015,1,19,"3","RB867515","PARC","COR","G",60,60.14,383
"310",21213,430015,1,21,"4","RB867515","PARC","COR","G",60,60.02,383
"311",21213,430015,1,22,"4","RB867515","PARC","COR","G",60,61.1,383
"312",21213,430016,1,1,"4","SP813250","PARC","COR","G",55,56.22,358
"313",21213,430016,1,2,"3","SP813250","PARC","COR","G",55,56.18,359
"314",21213,430016,1,3,"3","SP813250","PARC","COR","G",55,56.2,358
"315",21213,430016,1,4,"3","SP813250","PARC","COR","B",55,56.19,357
"316",21213,430016,1,5,"3","SP813250","PARC","COR","B",55,56.17,358
"317",21213,430016,1,6,"3","SP813250","PARC","COR","B",55,56.19,355
"318",21213,430016,1,7,"3","SP813250","PARC","COR","B",55,56.26,357
"319",21213,430016,1,8,"3","SP813250","PARC","COR","B",55,55.54,356
"320",21213,430016,1,9,"3","SP813250","PARC","COR","B",55,55.63,356
"321",21213,430016,1,10,"3","SP813250","PARC","COR","B",55,55.62,357
"322",21213,430016,1,11,"3","SP813250","PARC","COR","B",55,55.6,357
"323",21213,430016,1,12,"3","SP813250","PARC","COR","B",55,55.63,356
"324",21213,430016,1,13,"3","SP813250","PARC","COR","G",55,55.59,356
"325",21213,430016,1,14,"4","SP813250","PARC","COR","G",55,55.61,356
"326",21213,430016,1,15,"4","SP813250","PARC","COR","G",55,55.71,353
"327",21213,430016,1,16,"4","SP813250","PARC","COR","G",55,55.66,353
"328",21213,430016,1,17,"3","SP813250","PARC","COR","G",55,55.62,354
"329",21213,430016,1,18,"3","SP813250","PARC","COR","G",55,55.69,353
"330",21213,430016,1,19,"3","SP813250","PARC","COR","G",55,55.74,349
"331",21213,430016,1,20,"3","SP813250","PARC","COR","G",55,56.28,349
"343",21213,430018,1,2,"3","RB867515","PARC","COR","G",61,57.86,426
"344",21213,430018,1,3,"3","RB867515","PARC","COR","G",61,67.28,431
"345",21213,430018,1,4,"4","RB867515","PARC","COR","G",61,57.87,415
"346",21213,430018,1,5,"12m","RB867515","PARC","COR","G",61,57.87,407
"347",21213,430018,1,6,"12m","RB867515","PARC","COR","G",61,57.86,407
"348",21213,430018,1,7,"12m","RB867515","PARC","COR","G",65,61.68,403
"349",21213,430018,1,8,"12m","RB867515","PARC","COR","G",65,61.66,409
"350",21213,430018,1,9,"3","RB867515","PARC","COR","G",65,61.66,416
"351",21213,430018,1,10,"12m","RB867515","PARC","COR","G",65,61.68,411
"352",21213,430018,1,11,"12m","RB867515","PARC","COR","G",65,61.63,419
"357",21213,430018,1,16,"12m","RB867515","PARC","COR","G",65,61.66,420
"362",21213,430018,1,21,"12m","RB867515","PARC","COR","G",74,70.18,418
"366",21213,430018,1,25,"12m","RB867515","PARC","COR","G",74,70.22,425
"369",21213,430018,1,28,"12m","RB867515","PARC","COR","G",74,70.15,469
"371",21213,430018,1,30,"12m","RB867515","PARC","COR","G",74,70.22,474
"372",21213,430018,1,31,"12m","RB867515","PARC","COR","G",56,53.04,476
"373",21213,430018,1,32,"3","RB867515","PARC","COR","G",56,53.12,318
"374",21213,430018,1,33,"3","RB867515","PARC","COR","G",56,53.11,315
"375",21213,430018,1,34,"3","RB867515","PARC","COR","G",56,53.11,316
"376",21213,430018,1,35,"3","RB867515","PARC","COR","G",56,53.14,317
"377",21213,430018,1,36,"3","RB867515","PARC","COR","G",56,53.12,315
"378",21213,430018,1,39,"12m","RB867515","PARC","COR","G",74,70.2,461
"379",21213,430018,1,40,"12m","RB867515","PARC","COR","G",74,70.22,422
"380",21213,430018,1,41,"12m","RB867515","PARC","COR","G",74,70.22,426
"381",21213,430018,1,42,"12m","RB867515","PARC","COR","G",74,72.9,431
"386",21213,430022,1,1,"3","RB835054","PARC","COR","G",40,48.59,284
"387",21213,430022,1,2,"3","RB835054","PARC","COR","F",40,48.6,288
"388",21213,430022,1,3,"3","RB835054","PARC","COR","F",40,48.59,288
"389",21213,430023,1,1,"3","RB72454","PARC","COR","G",50,23.48,404
"390",21213,430023,1,1,"3","RB72454","PARC","COR","G",50,1.13,404
"391",21213,430023,1,2,"3","RB72454","PARC","COR","G",50,23.47,402
"392",21213,430023,1,2,"3","RB72454","PARC","COR","G",50,1.12,402
"393",21213,430023,1,3,"3","RB72454","PARC","COR","G",50,23.47,406
"394",21213,430023,1,3,"3","RB72454","PARC","COR","G",50,1.12,406
"395",21213,430023,1,4,"3","RB72454","PARC","COR","G",50,23.48,404
"396",21213,430023,1,4,"3","RB72454","PARC","COR","G",50,1.13,404
"399",21213,430023,1,7,"3","RB72454","PARC","COR","G",50,23.48,405
"400",21213,430023,1,7,"3","RB72454","PARC","COR","G",50,1.13,405
"410",21213,430024,1,1,"3","SP813250","PARC","COR","G",55,47.61,398
"411",21213,430024,1,2,"3","SP813250","PARC","COR","G",55,47.58,398
"412",21213,430024,1,3,"3","SP813250","PARC","COR","G",55,47.56,398
"413",21213,430024,1,4,"3","SP813250","PARC","COR","G",55,47.69,398
"417",21213,430026,1,1,"3","SP80-1842 ","PARC","COR","G",55,47.32,385
"418",21213,430026,1,2,"3","SP80-1842 ","PARC","COR","G",55,47.29,386
"419",21213,430028,1,1,"3","RB867515","PARC","COR","G",45,39.3,382
"420",21213,430028,1,2,"3","RB867515","PARC","COR","G",45,39.27,386
"421",21213,430028,1,3,"3","RB867515","PARC","COR","G",45,39.3,382
"422",21213,430028,1,4,"3","RB867515","PARC","COR","G",45,39.28,382
"423",21213,430028,1,5,"3","RB867515","PARC","COR","G",45,39.29,381
"424",21213,430028,1,6,"3","RB867515","PARC","COR","G",45,39.29,381
"425",21213,430028,1,7,"3","RB867515","PARC","COR","G",45,39.27,381
"426",21213,430028,1,8,"3","RB867515","PARC","COR","G",45,39.3,382
"427",21213,430028,1,9,"3","RB867515","PARC","COR","G",45,39.3,380
"428",21213,430028,1,10,"3","RB867515","PARC","COR","G",45,39.29,381
"429",21213,430028,1,11,"3","RB867515","PARC","COR","G",45,39.29,380
"430",21213,430028,1,12,"3","SP813250","PARC","COR","G",45,39.29,379
"431",21213,430028,1,13,"3","SP813250","PARC","COR","G",45,39.29,379
"432",21213,430028,1,14,"3","SP813250","PARC","COR","G",45,39.29,379
"433",21213,430028,1,15,"3","SP813250","PARC","COR","G",45,39.3,380
"434",21213,430028,1,16,"3","SP813250","PARC","COR","G",45,39.29,380
"435",21213,430028,1,17,"3","SP813250","PARC","COR","G",45,39.29,380
"436",21213,430028,1,18,"3","SP813250","PARC","COR","G",45,39.71,379
"440",21213,430029,1,4,"3","RB835054","PARC","COR","G",55,47.87,369
"442",21213,430029,1,6,"3","RB835054","PARC","COR","G",55,47.87,369
"444",21213,430029,1,8,"3","RB867515","PARC","COR","G",55,50.32,369
"446",21213,430029,1,10,"3","RB867515","PARC","COR","G",55,50.37,365
"447",21213,430029,1,11,"3","RB867515","PARC","COR","G",55,50.37,365
"454",21213,430030,1,1,"12m","SP813250","PARC","COR","C",55,46.24,395
"455",21213,430030,1,2,"12m","SP813250","PARC","COR","B",55,46.24,394
"456",21213,430030,1,3,"12m","SP813250","PARC","COR","C",55,46.25,389
"457",21213,430030,1,4,"12m","SP813250","PARC","COR","B",55,46.25,393
"467",21213,430032,1,1,"3","SP91-1049","PARC","COR","F",50,48.58,387
"468",21213,430032,1,2,"3","SP91-1049","PARC","COR","F",50,48.58,388
"469",21213,430032,1,3,"3","SP91-1049","PARC","COR","B",50,48.58,387
"470",21213,430033,1,1,"18m","SP813250","PARC","COR","C",75,106,439
"471",21213,430033,1,2,"18m","SP813250","PARC","COR","C",75,105.94,437
"472",21213,430033,1,3,"18m","SP813250","PARC","COR","C",75,105.95,385
"473",21213,430033,1,4,"18m","SP813250","PARC","COR","C",75,105.94,436
"474",21213,430033,1,5,"18m","SP813250","PARC","COR","C",75,105.98,437
"477",21213,430033,1,8,"15M","RB867515","PARC","COR","B",80,90.58,399
"478",21213,430033,1,9,"18m","RB867515","PARC","COR","C",90,101.91,421
"479",21213,430033,1,10,"18m","RB867515","PARC","COR","C",90,101.9,418
