"lstd_iii","lstn_iii","lstd_ii","lstn_ii","lstd_i","lstn_i","ppt_i","ppt_ii","ppt_iii","estagio","variedade","solo","espac","tch"
297.792003657101,288.317358058608,305.712899966004,293.149062604063,298.093821838919,288.096448967699,274.1,1004.8,221.3,4,"SP813250","R","1,4",35.97
297.792003657101,288.317358058608,305.712899966004,293.149062604063,298.093821838919,288.096448967699,274.1,1004.8,221.3,4,"SP813250","R","1,4",35.97
297.753371805177,288.022759562842,305.97918028308,292.789756659836,298.492462714268,287.925486835569,322.3,1022.2,236.9,4,"SP813250","R","1,4",35.98
297.753371805177,288.022759562842,305.97918028308,292.789756659836,298.492462714268,287.925486835569,322.3,1022.2,236.9,4,"SP813250","R","1,4",35.95
297.77798007472,287.894307004471,306.263616438356,292.736852459016,299.233283105023,287.668852459016,317,1022.2,236.9,4,"SP813250","LP","1,4",35.97
297.937048351595,288.012494722659,306.276051284146,292.831046043398,298.408866533413,287.903403813568,278.1,1004.8,221.3,4,"SP813250","R","1,4",35.93
297.762034114495,287.885698213655,306.370821993283,292.8072436682,299.323321993283,287.6077436682,317,1022.2,236.9,4,"SP813250","LP","1,4",35.93
297.871866754139,287.904933930812,306.408836451108,292.880146052024,299.156058673331,287.544479385358,274.1,1004.8,221.3,4,"SP813250","LP","1,4",35.98
297.755558441558,289.543002754821,308.045785714286,294.034130027548,298.962831168831,286.986639118457,136.5,699.9,187.2,4,"SP813250","LP","1,4",73.71
297.93691038961,289.625080612383,308.100395238095,294.079044248747,299.304183116883,287.039626066929,148.4,699.9,187.2,4,"SP813250","LP","1,4",73.73
297.992929489028,289.659375398948,307.835315852664,294.097484489857,299.505656761755,287.063466308039,136.5,699.9,187.2,4,"SP813250","LP","1,4",73.71
297.989432598204,289.64245570005,307.977210375981,294.095182972777,299.608826537598,287.035789033383,136.5,699.9,187.2,4,"SP813250","LP","1,4",73.7
295.663661129451,286.925316804408,305.360032252985,292.285397018311,297.087297493087,287.732637114951,233.3,869.8,137.5,4,"SP813250","O","1,4",45.26
295.497552056882,286.999338842975,305.574521753851,292.727217630854,297.670279329609,286.548429752066,233.3,869.8,137.5,3,"SP813250","R","1,4",47.66
295.910649429903,287.229649099341,306.07098528002,292.855709705401,298.59875549051,287.553411179933,233.3,869.8,137.5,3,"RB867515","LP","1,4",49.23
295.937961994248,287.361321633945,306.151905928439,292.908594361217,299.420537751824,287.890317243807,233.3,869.8,137.5,3,"RB867515","LP","1,4",51.61
296.276443470949,287.34555936591,306.322814104278,292.934246234597,299.357302056807,288.0995492649,233.3,869.8,137.5,3,"RB867515","LP","1,4",51.61
295.420699170476,286.942266576097,305.135446645223,292.588125161956,297.414537554314,286.416205970037,233.3,869.8,137.5,4,"SP813250","R","1,4",51.66
295.329640674752,287.577327823691,305.662140674752,292.739354338843,297.956307341419,287.452479338843,233.3,847.5,137.6,3,"RB867515","LP","1,4",61.74
295.471367456073,287.787851239669,306.096215940922,292.548457300276,298.845912910619,287.833851239669,235,847.5,137.6,3,"RB867515","LP","1,4",61.75
295.498189522342,287.869860523039,305.970310734463,292.714102947281,299.30000770416,288.375315068493,235,847.5,137.6,3,"RB867515","LP","1,4",61.74
302.07098891567,292.572180225829,308.707891736565,293.131846892496,298.997493012482,286.622483256132,154.7,573.7,406.3,3,"SP813250","LP","1,4",64.58
299.507637895812,290.488122529644,307.197698501873,292.241788218794,298.94945607763,289.429940711462,206.8,735.5,190.9,3,"RB855453","LP","1,4",70.01
298.507403329065,289.74516798419,306.707342723005,291.613965638149,299.385585147247,288.570622529644,206.8,735.5,190.9,3,"RB855453","R","1,4",69.99
298.613282139436,289.788348773096,306.371080119234,291.693549164103,299.00101163543,288.778300516944,206.8,735.5,190.9,3,"SP813250","R","1,4",70.01
299.367856891815,290.394053257924,306.293878397191,291.939678257924,299.308690977578,289.47018962156,304.6,734.6,191.8,3,"RB855453","LP","1,4",54.57
299.102015281757,290.150135501355,306.401095741528,291.992135501355,298.458681948424,288.992256713476,206.8,734.6,191.8,3,"RB855453","R","1,4",54.56
298.881679002381,290.041136591257,306.663747967898,291.796803257924,298.844679002381,288.859530431569,206.8,734.6,191.8,3,"RB855453","LP","1,4",54.57
304.932281690141,291.417060687302,302.080702742772,291.065561915803,305.142281690141,288.170697050938,202.1,813,328,1,"RB867515","O","1,4",103.87
297.761194257298,289.43178590121,302.627357893661,293.606174013098,308.309192534265,290.937240446664,286.3,706.8,162,1,"RB867515","LP","1,4",100.45
297.223902041422,287.027234523555,304.427442711278,294.313370887192,307.270265677785,291.030870887192,261.8,559.6,141.7,6,"RB867515","LP","1,4",49.54
298.284627400768,286.985877149877,304.518981467754,294.320513513514,307.28280921895,290.831331695332,261.8,559.6,141.7,6,"RB867515","LP","1,4",49.2
302.603958240678,293.660719332021,302.542692691928,291.548296255098,305.71479366965,293.620926154155,644.2,1003.4,401.9,1,"RB966928","LP","1,4",48.15
302.513403946537,293.729802816901,302.587445646103,291.537289996389,305.502226133908,294.877469483568,644.2,1003.4,401.9,1,"RB966928","LP","1,4",53.11
302.285937453229,293.530082199411,302.369174703783,291.467210404539,305.71902836232,293.610122111198,644.2,1003.4,401.9,1,"RB966928","LP","1,4",53.12
302.285937453229,293.530082199411,302.369174703783,291.467210404539,305.71902836232,293.610122111198,644.2,1003.4,401.9,1,"RB966928","LP","1,4",49.11
302.315446441786,293.538122332199,302.311289013848,291.442616262689,305.143764623604,293.620947071022,644.2,1003.4,401.9,1,"RB966928","LP","1,4",49.14
302.32644365568,293.534228837298,302.254381571423,291.400028438494,305.089958807195,293.612609789679,644.2,1003.4,401.9,1,"RB966928","LP","1,4",49.15
302.362688919565,293.552747270138,305.62190405464,292.969326514073,297.537793382703,288.956383633774,242.9,610.6,401.9,1,"RB966928","LP","1,4",71.36
302.146299369748,293.343616423772,305.381697920473,292.923806298465,297.551223612172,288.949070969227,242.9,610.6,401.9,1,"RB966928","LP","1,4",71.27
302.146299369748,293.343616423772,305.381697920473,292.923806298465,297.551223612172,288.949070969227,242.9,610.6,401.9,1,"RB966928","LP","1,4",71.23
303.921286413577,294.025710359457,302.964416494878,292.036869450367,307.066095608527,294.331619450366,622.1,1174.4,453.7,1,"RB966928","LP","1,4",52.36
303.937976066637,294.070660466365,303.024835822734,292.010064567965,307.166675787774,294.324064567965,622.1,1174.4,453.7,1,"RB966928","LP","1,4",52.32
302.734150020925,293.884413493889,302.704864306639,292.244617198017,307.145583180179,294.423413493889,630.4,1141.5,416.4,1,"RB966928","LP","1,4",31.87
303.277922815301,293.783690092103,303.02225181963,291.964549380417,307.432468269846,294.275236533672,630.4,1141.5,416.4,1,"RB966928","LP","1,4",31.84
304.348520704686,293.599762343845,303.437481743647,291.67810993912,307.501247977414,294.364048058131,630.4,1141.5,416.4,1,"RB966928","LP","1,4",31.91
302.700262172285,293.715806945863,306.308595505618,293.219988764045,297.123140960163,288.579443309499,231.1,610.1,406.3,1,"RB966928","LP","1,4",90.53
302.988552209066,293.427279401684,305.359870390885,291.691200970312,298.037870390885,287.058112735018,141.7,416.2,508.7,2,"SP801842","LP","1,4",71.33
302.530658835546,293.467267512077,305.09502247191,291.749359015345,297.939749744637,286.817166501976,141.7,416.2,508.7,2,"SP801842","LP","1,4",71.23
303.097948898293,293.657603726009,305.021539807384,292.039760588754,297.666130716475,287.220027968433,141.7,416.2,508.7,2,"SP801842","LP","1,4",69.73
302.57168656063,293.547864758158,304.708226083467,291.862505281034,297.460777469721,286.996248596542,141.7,416.2,508.7,2,"SP801842","LP","1,4",71.26
302.261733092556,293.26914925825,304.555824001647,292.121371480472,296.636278547101,287.192583601684,141.7,431.7,500.3,2,"SP801842","LP","1,4",109.91
302.243623376623,293.344017559794,304.389714285714,292.196239782016,296.981805194805,287.175330691107,141.7,431.7,500.3,2,"SP801842","LP","1,4",109.88
302.151016656939,293.024237830307,304.824599750717,292.380641339079,297.281016656939,287.320449951519,141.7,434.3,531.5,2,"SP801842","LP","1,4",61.54
302.008181818182,293.093281864971,304.534545454545,292.548135666141,296.81,287.666413178103,141.7,434.3,531.5,3,"SP801842","LP","1,4",61.53
300.350740877081,289.249765877958,299.363582982344,291.434715372907,307.550790879748,294.472493150685,320.5,691.6,237,6,"others","LP","1,4",66.13
300.769340909091,289.061282689913,299.370077751196,291.327747336377,306.797007575758,294.4099695586,320.5,691.6,237,6,"RB855453","LP","1,4",67.38
300.673960309618,289.35800747198,299.779065572776,291.393310502283,306.961825359574,294.440532724505,323,689.1,237,6,"others","LP","1,4",62.6
300.973313488142,289.179480254335,299.85294506709,291.234934799789,306.228464008289,294.407157022011,323,689.1,237,6,"others","LP","1,4",56.57
300.163000759686,292.491532779317,307.145771322457,293.616949445983,301.343000759686,288.718199445983,116.7,798.1,444.5,3,"RB966928","R","1,4",56.69
299.692216078402,291.112392679229,306.877555183741,294.070664409562,301.893428199614,288.903303298451,116.9,853.2,389.2,3,"RB966928","R","1,4",57.7
299.633612381342,292.153823830409,306.725906753636,294.292573830409,301.601263896493,289.256323830409,116.9,853.2,389.2,3,"RB966928","R","1,4",57.71
299.70032525215,291.324540123457,306.667338239163,294.227041666667,301.705552524877,289.139333333333,116.9,853.2,389.2,3,"RB966928","R","1,4",56.08
299.61585503495,291.213600795971,306.673632812728,294.131523853493,301.828077257173,288.99319052016,116.9,853.2,389.2,3,"RB966928","R","1,4",56.12
299.675368738862,291.177355240359,306.760953154446,294.099442751616,301.808512678256,288.950276084949,116.9,853.2,389.2,3,"RB966928","R","1,4",57.71
299.699641873278,292.414238227147,306.821460055096,293.561738227147,301.705096418733,288.57060186351,116.7,798.1,444.5,3,"RB966928","LP","1,4",56.7
299.699641873278,292.414238227147,306.821460055096,293.561738227147,301.705096418733,288.57060186351,116.7,798.1,444.5,3,"RB966928","LP","1,4",56.7
299.520079307048,291.126583688539,306.3652308222,293.841572795292,301.166139913109,288.849344631299,116.7,853.4,389.2,3,"RB966928","LP","1,4",65.29
299.488496600353,291.003762838469,306.063042054898,293.849775910364,300.603042054898,288.99790425261,116.7,853.4,389.2,3,"RB966928","LP","1,4",67.12
299.450660309015,291.19868428451,306.166342127197,293.888749643987,301.045660309015,288.970300446126,116.7,853.4,389.2,3,"RB966928","LP","1,4",67.11
299.433615017579,291.373923591767,305.970887744852,293.99431574863,300.937251381216,289.156347834191,116.7,853.4,389.2,3,"RB966928","LP","1,4",67.13
299.535870660396,291.187994113573,306.516325205851,293.837471237756,301.447688842214,288.775064820644,116.7,853.4,389.2,3,"RB966928","R","1,4",67.05
299.262003377946,291.366532691117,306.216825512333,293.848199357784,300.239276105219,288.954714509299,131.7,869.6,389.2,3,"RB966928","R","1,4",65.27
299.262003377946,291.366532691117,306.216825512333,293.848199357784,300.239276105219,288.954714509299,131.7,869.6,389.2,3,"RB966928","R","1,4",65.3
299.338469244839,291.36440214716,306.307850009002,293.876635829166,300.25362075999,289.027544920075,131.7,869.6,389.2,3,"RB966928","R","1,4",65.34
297.116950064021,288.083593607306,304.33025915493,293.051450750163,302.866040973111,288.586169364882,190.8,895.8,213.2,6,"RB855453","LP","1,4",70.31
296.910204865557,288.138306010929,303.833141928494,293.120925058548,302.081113956466,288.65936661699,189.5,917.7,215.3,6,"RB855453","LP","1,4",70.02
297.423178275382,288.485174781529,303.999781676613,293.441087479942,301.127774942005,289.335200034054,188.2,939.6,217.4,6,"RB855453","LP","1,4",71.2
299.459991056979,289.124683082069,302.79264257213,292.382016415403,307.155403839267,292.045516415403,283.9,834.2,199.3,6,"RB867515","LP","1,4",56.34
299.459991056979,289.124683082069,302.79264257213,292.382016415403,307.155403839267,292.045516415403,283.9,834.2,199.3,6,"RB867515","LP","1,4",56.35
298.15199135625,288.616238091454,302.311517871402,292.621821254105,307.275173174432,291.667147182363,246.7,888.1,142.2,6,"RB867515","LP","1,4",73.13
298.0696875,288.558833333333,302.574667737154,292.407722222222,307.675142045455,291.902772727273,283.9,834.2,131.4,3,"RB867515","LP","1,4",40.32
302.852129324937,293.940018915421,303.044532550743,292.215903537908,301.784811143118,292.449518915421,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.36
302.853268414482,294.073060544162,303.369365188675,292.193643877496,302.072268414482,292.520310544162,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.32
302.781314606742,294.015567867036,303.211056542225,292.218234533703,302.034223697651,292.511567867036,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.31
302.72900620447,294.15353531856,303.415135236728,292.17928531856,302.045369840833,292.50728531856,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.33
302.730006435346,294.460343823741,303.587135467604,292.142209718375,302.051915526255,292.462209718375,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.32
302.783315068493,294.414083333333,303.555057003977,292.144083333333,302.047315068493,292.421416666667,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.36
302.672602739726,294.499636328368,303.527593460009,292.052747439479,302.015511830635,292.321747439479,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.33
302.567694662774,294.498262608628,303.441077026724,292.031254106749,301.916149208229,292.299151497517,410.5,872.9,517.7,1,"RB966928","LP","1,5",76.45
302.668361648645,293.629386883245,306.955179830464,293.368992146403,299.376694981979,288.489386883245,181.1,695.9,487.3,2,"RB966928","LP","1,4",47.71
302.668361648645,293.629386883245,306.955179830464,293.368992146403,299.376694981979,288.489386883245,181.1,695.9,487.3,2,"RB966928","LP","1,4",47.79
302.368385269122,293.680265363128,306.887476178213,293.352765363128,299.211718602455,288.442765363129,181.1,695.9,487.3,2,"RB966928","LP","1,4",45.92
302.127733727163,293.784810429417,306.36868069686,293.277587648725,298.78940039383,288.440580246483,181.1,695.9,487.3,2,"RB966928","LP","1,4",45.92
301.855779342723,293.566429670668,306.208658130602,293.109002770083,298.401385403329,288.26259128683,181.1,695.9,487.3,2,"RB966928","LP","1,4",44.03
