"lstd_iii","lstn_iii","lstd_ii","lstn_ii","lstd_i","lstn_i","ppt_i","ppt_ii","ppt_iii","estagio","variedade","solo","espac","tch"
302.707690140845,294.109523043944,309.028216456635,292.576745266166,302.992690140845,288.851189710611,49.2,656.2,536.9,3,"RB867515","R","1,4",99.39
302.394053777209,294.549371528793,308.435190140845,292.959189710611,306.101023474178,289.331189710611,29.8,689.1,511.8,3,"RB867515","R","1,4",84.94
308.597954545455,293.239935064935,303.659533492823,291.816191749427,308.971287878788,290.712662337662,147.4,1230.2,369.7,4,"SP813250","R","1,5",82.39
308.877534340116,293.390014700164,303.30976719498,291.965493754281,308.849504037086,290.904211940442,147.4,1230.2,348.2,4,"SP813250","R","1,5",82.37
309.458058202421,293.689355692851,303.207723274191,292.194446601942,308.573512747875,291.150113268608,147.4,1230.2,317.9,4,"SP813250","R","1,5",82.43
310.11858511265,293.629314691342,303.328845167659,292.143423466604,308.933362711519,291.075451054979,147.4,1230.2,317.9,4,"SP813250","R","1,5",82.34
311.29360632189,293.695536580247,303.522806289259,292.176087855107,309.078113306803,291.150915368126,147.4,1230.2,317.9,4,"SP813250","R","1,5",82.37
311.595690140845,294.02209880152,304.115126038281,292.058558131664,309.849356807512,291.019523043944,147.4,1230.2,370.8,4,"SP813250","R","1,5",82.47
311.015467698186,293.056034407268,303.765737968456,292.027127683441,309.733245475964,290.982650568884,147.4,1230.2,310.6,4,"SP813250","R","1,5",71.72
309.386349515013,293.051922702285,303.431779984721,292.006190379052,309.975416348358,290.915559065921,147.4,1230.2,310.6,4,"SP813250","R","1,5",71.69
310.087140717544,293.248472675498,303.652930360738,292.057470002738,309.052404835212,291.063775705801,147.4,1230.2,310.6,4,"SP813250","R","1,5",73.33
310.010322897003,293.316473994247,303.52971904643,292.037703940771,309.198834525546,291.161928539701,147.4,1230.2,310.6,4,"SP813250","R","1,5",71.7
308.089495798319,292.726840963661,302.697874176698,291.812009479069,309.202223071047,290.698659145479,147.4,1230.2,310.6,4,"SP813250","R","1,5",67.62
307.407855869621,292.462306560753,302.431541373306,291.741932229202,308.847855869621,290.54594292439,147.4,1230.2,310.6,4,"SP813250","R","1,5",67.64
307.587029985962,292.191556548219,302.591943990876,291.618216416701,308.802484531417,290.409390637874,147.4,1230.2,310.6,4,"SP813250","R","1,5",67.59
308.162433989788,292.123791323376,302.857110484465,291.611556814536,309.159403686758,290.434424648124,147.4,1230.2,310.6,4,"SP813250","LP","1,5",67.59
308.842859147946,294.375284202471,303.715359147946,291.747639146041,308.971192481279,290.117420566107,151.8,1285.7,454.4,3,"RB867515","R","1,5",55.62
310.799787626962,294.282649350649,304.203597150772,291.427491455913,309.25554520272,289.68974025974,151.8,1275.5,448.6,3,"RB867515","R","1,5",48.3
308.005444444444,294.365103896104,303.857507936508,291.539309024309,309.789282828283,289.61474025974,151.8,1285.7,454.4,3,"RB867515","R","1,5",48.34
308.19055913088,294.605237198042,303.446110959435,291.812229564235,309.054887584311,290.197491743497,151.8,1285.7,454.4,3,"RB867515","R","1,5",55.65
307.789006898429,294.65827945224,303.459664766774,291.793172581874,309.669486974431,290.086461270422,151.8,1303.9,437.6,3,"RB867515","R","1,5",59.13
308.022670082097,294.774057399783,303.316881620028,291.819807399783,309.643556567005,290.452921036146,151.8,1303.6,436.5,4,"RB867515","R","1,5",59.13
308.518392776075,294.415335526316,303.830507570314,291.566116014121,309.875880203013,289.676426435407,63.3,1363.9,448.1,3,"RB867515","R","1,5",47.58
307.531832369942,293.376306251888,303.587332369942,291.664324899906,310.027832369942,289.496306251888,147.4,1231.3,478.8,4,"RB867515","R","1,5",47.73
307.517389208204,293.616176056138,303.816131157969,291.754412419774,309.758410618869,289.446721510683,63.3,1315.3,478.8,4,"RB867515","R","1,5",47.63
306.876504297994,293.615573770492,303.685004297994,291.915471206389,310.23104975254,289.690482861401,147.4,1230.2,404.4,4,"RB867515","R","1,5",52.95
307.519369285001,293.38349178507,303.920750047685,291.810014335345,308.548813729446,289.018908451737,53.5,1324.1,404.4,4,"RB867515","R","1,5",52.94
307.512839874555,293.38550659062,303.886790959461,291.821837409517,308.498950985666,289.121951035064,53.5,1324.1,404.4,4,"RB867515","R","1,5",52.91
308.849862846626,293.298423428168,303.882191214349,291.635902414525,307.785465023872,289.135173428168,53.5,1324.1,404.4,3,"RB867515","R","1,5",47.16
310.425057142857,293.444098360656,303.487914285714,291.504729939603,306.370057142857,289.208765027322,53.5,1324.1,404.4,3,"RB867515","R","1,5",47.28
308.038190361026,293.368190708585,303.156230328301,291.532280452175,305.468777897012,288.732327072221,40.9,1336.7,404.4,4,"RB867515","LP","1,5",47.23
308.46101532567,293.243842105263,303.722370339221,291.550220483642,308.799399164054,289.051842105263,151.8,1225.8,404.4,4,"RB867515","LP","1,5",47.19
307.455277387839,293.340089312887,302.340557076205,291.566561776971,309.732223742872,290.691998403796,230.9,1142.8,371.1,4,"SP813250","O","1,5",47.21
307.672735294118,293.464174641148,302.72895751634,291.67556501548,312.376735294118,290.82235645933,230.9,1142.8,370.8,4,"SP813250","LP","1,5",58.46
307.361247022346,293.587722842136,304.07884316589,291.780359205773,308.547913689013,288.638631933045,47.6,1330,370.8,3,"RB845210","R","1,5",58.57
307.013562148419,293.420513336073,303.539775239124,291.688331517891,307.565619394968,288.481422426982,47.6,1330,370.8,4,"RB845210","LP","1,5",58.54
306.920881322082,293.300005362156,303.176108581916,291.608816550967,307.921052629772,288.961444756095,53.5,1324.1,371.1,4,"RB845210","LP","1,5",58.59
306.457684813754,293.113597615499,302.759184813754,291.529355191257,306.91635148042,288.969355191257,53.5,1324.1,370.8,4,"RB845210","O","1,5",45.28
307.286330409981,293.096684702347,302.809812509147,291.457017879373,306.539497076647,288.994886865585,55.4,1290,363.4,4,"RB845210","O","1,5",45.36
306.834758591848,293.179497388239,303.178258591848,291.564532353274,307.857091925181,289.059724660966,53.5,1324.1,370.8,4,"RB845210","LP","1,5",45.33
307.004672886207,293.297047387991,302.337057013672,291.517992129524,310.873783997318,290.898057489001,230.9,1142.8,371.1,4,"RB867515","LP","1,5",36.5
300.156446280992,290.6407771261,304.813991735537,293.70976702509,308.992809917355,290.533504398827,151.8,990.7,233.7,5,"RB867515","R","1,5",45.37
300.453756791927,290.684615397309,305.056053442645,293.714882776988,309.004211337382,290.7287063064,151.8,990.7,233.7,5,"RB845210","R","1,5",45.43
300.113140038003,290.507874405077,304.577781186328,293.645959591875,308.776246098609,290.570995086374,151.8,990.7,233.7,5,"RB867515","R","1,5",45.39
300.652616689872,290.5086921994,305.036875063078,293.590644900881,309.058146992902,290.443693374983,151.8,990.7,233.7,5,"RB867515","R","1,5",45.08
300.069833795014,290.374971684054,304.486675900277,293.844176229508,308.678167128347,289.99860804769,151.8,990.7,233.7,5,"RB867515","R","1,5",45.43
300.415332190842,291.04507765011,304.984518793713,293.889355724976,308.980483705994,291.052328681947,151.8,990.7,233.7,5,"RB867515","R","1,5",45.27
300.751067302863,290.728453668518,305.658430939226,293.668756698821,309.078340030136,290.464817304882,151.8,990.7,233.7,5,"RB867515","R","1,5",45.3
301.436202175108,290.768455573262,305.777015572237,293.76407043448,309.54938399329,290.70459177817,151.8,990.7,233.7,5,"RB867515","R","1,5",45.46
301.633119380619,290.290566318927,305.548717466744,293.628975409836,309.545998168498,289.534202682563,151.8,990.7,233.7,5,"RB867515","R","1,5",45.3
300.893214169988,290.455821791356,305.065569639268,293.801891310072,309.075032351806,289.570185427719,151.8,990.7,233.7,5,"RB867515","R","1,5",45.29
301.575454545455,290.529901960784,305.432857142857,293.872254901961,309.240909090909,289.487901960784,151.8,990.7,233.7,5,"RB867515","R","1,5",45.3
302.121337047354,290.808457478006,306.312337047354,294.115048387097,309.948609774627,290.517548387097,151.8,990.7,233.7,5,"RB867515","R","1,5",45.03
302.284419245822,290.467716327741,305.942760553637,293.814042085316,309.896035407438,290.223302764557,151.8,990.7,233.7,5,"RB867515","R","1,5",45.09
302.69205752804,290.567943937412,306.162512073495,293.862034846503,310.261678740162,290.392536942844,151.8,990.7,233.7,5,"RB867515","R","1,5",45.69
301.315602695504,293.462707426598,306.911313929851,292.374552328771,309.613936028837,290.8198801729,165.6,551.3,499.5,4,"SP813250","LP","1,5",46.43
301.203810036894,293.63877472201,307.339113067197,292.173223642074,309.433810036894,290.377461590697,147.4,569.5,499.5,4,"SP813250","R","1,5",46.42
300.913510172547,293.739836601307,307.306085930123,292.48116993464,309.60078289982,290.562260843731,147.4,569.5,499.5,4,"SP813250","R","1,5",46.52
300.716111911005,293.911705979421,307.085430092823,293.024928201644,310.167021001914,290.899382747098,147.4,569.5,499.5,4,"SP813250","R","1,5",46.52
300.913510172547,293.739836601307,307.306085930123,292.48116993464,309.60078289982,290.562260843731,147.4,569.5,499.5,4,"SP813250","R","1,5",46.42
300.839873892321,293.784043195496,306.976862915088,292.654243473367,309.679873892321,290.719882615713,147.4,569.5,499.5,3,"SP813250","R","1,5",46.43
301.000454013751,293.651411764706,307.069379763773,292.309194890077,309.153181286478,290.461571598336,147.4,569.5,499.5,4,"SP813250","R","1,5",46.48
301.087397854954,293.562882352941,306.939565687122,292.262700534759,308.705579673136,290.360882352941,147.4,569.5,499.5,4,"SP813250","R","1,5",46.7
301.087397854954,293.562882352941,306.939565687122,292.262700534759,308.705579673136,290.360882352941,147.4,569.5,499.5,3,"SP813250","R","1,5",46.51
301.087397854954,293.562882352941,306.939565687122,292.262700534759,308.705579673136,290.360882352941,147.4,569.5,499.5,4,"SP813250","R","1,5",46.46
301.237971909397,293.564497282081,306.691887993313,292.413315463899,308.546153727579,290.497860918445,147.4,569.5,499.5,3,"SP813250","R","1,5",46.46
301.220890973146,293.602772130049,306.960281814396,292.302838677489,308.989981882236,290.437661254571,147.4,569.5,499.5,4,"SP813250","R","1,5",46.47
301.203810036894,293.63877472201,307.339113067197,292.173223642074,309.433810036894,290.377461590697,147.4,569.5,499.5,4,"SP813250","R","1,5",46.41
301.203810036894,293.63877472201,307.339113067197,292.173223642074,309.433810036894,290.377461590697,147.4,569.5,499.5,4,"SP813250","R","1,5",46.59
301.203810036894,293.63877472201,307.339113067197,292.173223642074,309.433810036894,290.377461590697,147.4,569.5,499.5,4,"SP813250","R","1,5",46.48
301.494109901241,293.537712842713,307.372140204271,292.021753246753,309.266837173968,290.192662337662,147.4,569.5,499.5,3,"SP813250","R","1,5",46.47
301.44132793254,293.554132495392,306.851183865018,292.292841819896,308.826782477995,290.413750910805,147.4,569.5,499.5,4,"SP813250","R","1,5",46.41
301.494109901241,293.537712842713,307.372140204271,292.021753246753,309.266837173968,290.192662337662,147.4,569.5,499.5,4,"SP813250","R","1,5",46.4
301.44132793254,293.554132495392,306.851183865018,292.292841819896,308.826782477995,290.413750910805,147.4,569.5,499.5,4,"SP813250","R","1,5",46.42
301.44132793254,293.554132495392,306.851183865018,292.292841819896,308.826782477995,290.413750910805,147.4,569.5,499.5,4,"SP813250","R","1,5",46.48
300.977619688912,293.706582664046,306.49587726467,292.280309936774,308.696710598003,290.754855391319,147.4,569.5,499.5,3,"SP813250","R","1,5",46.62
301.38854596384,293.566112211221,307.462538058702,291.820207449316,300.664909600204,288.698475847585,49.2,713,499.5,3,"SP813250","R","1,5",46.53
300.971134870032,293.774681933425,306.950680324577,292.439681933425,301.15098335488,289.093015266758,49.2,713,499.5,3,"SP813250","R","1,5",46.42
300.971134870032,293.774681933425,306.950680324577,292.439681933425,301.201134870032,288.918318297061,49.2,713,499.5,3,"others","R","1,5",46.41
300.801133072216,293.774513099012,306.933199269637,292.385198043336,301.416890647974,288.8645616797,49.2,713,499.5,3,"SP813250","R","1,5",46.57
300.461129476584,293.773008040936,306.96199527745,292.276230263158,301.832947658402,288.925230263158,49.2,713,499.5,3,"SP813250","R","1,5",46.37
300.461129476584,293.773008040936,306.96199527745,292.276230263158,301.832947658402,288.925230263158,49.2,713,499.5,3,"SP813250","R","1,5",46.6
300.461129476584,293.773008040936,306.927493112948,292.148563596491,301.435674931129,288.864321172249,45.3,716.9,499.5,3,"RB867515","R","1,5",47.23
299.827865244845,293.22905796153,305.639662784647,293.152952865075,300.479531911512,289.69948859212,49.2,912,364.8,3,"RB867515","O","1,5",75.99
300.143790262768,293.140842029017,306.166114876033,292.664719220263,301.096517535495,289.120331868484,45.3,771.6,509,3,"RB867515","R","1,5",98.86
300.190608444586,292.987241931779,306.166114876033,292.664719220263,301.096517535495,289.120331868484,49.2,912,364.8,3,"RB867515","R","1,5",98.74
300.109935897436,293.147251655629,305.942435897436,293.073615291993,301.166602564103,289.460584988962,49.2,912,364.8,3,"RB867515","R","1,5",98.93
300.610225779123,293.043681933425,306.504316688214,292.633772842516,301.201134870032,288.918318297061,49.2,902.6,374.2,3,"SP813250","R","1,5",98.83
300.561816688214,292.894681933425,306.483716688214,292.50642106386,300.711134870032,289.037409206152,49.2,912,364.8,3,"SP813250","R","1,5",98.8
300.449574216879,293.820553220554,306.236846944152,293.302300765081,300.856846944152,289.954219887221,49.2,728.9,483.7,3,"SP813250","O","1,5",98.96
300.109935897436,293.147251655629,305.931469230769,292.95681687302,300.75736013986,289.37634256472,49.2,912,364.8,3,"RB867515","O","1,5",98.92
299.679036503114,293.528985066114,305.358922866751,293.387184393493,300.111763775842,289.827359485461,49.2,902.6,374.2,3,"RB867515","O","1,5",98.86
300.379178321678,293.663251655629,306.187399665552,293.02344213182,301.166602564103,289.460584988962,49.2,720.8,491.8,3,"RB867515","O","1,5",98.99
299.958127412205,293.891985066114,305.587890258055,293.341851380456,300.111763775842,289.827359485461,49.2,720.8,491.8,3,"RB867515","O","1,5",99.24
299.682076502732,294.37110367893,305.157076502732,293.815548123374,298.898743169399,290.497770345596,49.2,713,499.5,3,"RB867515","O","1,5",95.59
299.682076502732,294.37110367893,305.026641720124,293.708998415772,298.602531048187,290.380194588021,45.3,716.9,499.5,3,"RB867515","O","1,5",98.32
300.090172866751,294.061729848039,305.771763775842,293.220985066114,300.032672866751,289.979177667279,49.2,713,499.5,3,"RB867515","O","1,5",98.97
299.944288711771,294.257236224847,305.48498361136,293.568611622001,299.573455378438,290.055690770302,49.2,713,499.5,3,"RB867515","O","1,5",99.33
299.944288711771,294.257236224847,305.48498361136,293.568611622001,299.459288711771,290.20606955818,49.2,713,499.5,3,"RB867515","O","1,5",99.64
307.379812449837,294.13490857635,302.844812449837,292.509489466484,309.75814578317,291.363088815061,202.8,1170.9,479.9,4,"SP813250","R","1,5",54.17
307.949445991953,294.3811554079,303.000030787275,292.480953387698,309.982375284882,291.424710963455,202.8,1170.9,395.5,4,"SP813250","R","1,5",53.88
307.776998442265,294.826404086379,303.144787631423,293.140265957701,309.828330275516,292.358457368032,202.8,1170.9,395.5,4,"SP813250","R","1,5",53.88
307.773754636425,294.985754728682,303.20301547846,293.3256767811,309.776981939061,292.675405249169,202.8,1170.9,395.5,4,"SP813250","LP","1,5",54.02
307.789971814892,295.458620376523,303.147400511849,293.64766799557,309.424768932902,292.823371672204,202.8,1171.9,478.8,4,"SP813250","LP","1,5",53.92
297.23482065118,291.209671717172,302.940431936446,294.366944444444,300.188457014816,290.123308080808,43.4,1168.1,205.6,4,"RB867515","R","1,5",48.31
296.587077922078,291.304527629234,302.412093596059,294.401602728048,299.724047619048,290.140588235294,43.4,1168.1,205.6,4,"RB867515","LP","1,5",52.09
296.895481722764,291.544678167889,302.304024042513,295.040385435551,299.116883237915,290.422859986071,43.4,1168.1,205.6,4,"RB867515","LP","1,5",52.09
296.476869255386,291.910727866904,301.77191627733,295.346278431373,298.754445012962,290.720424836601,45.9,1169.1,204.6,4,"RB867515","LP","1,5",52.17
296.65698757305,291.700517712135,302.157844417355,295.05314184862,299.095219896282,290.511073267691,43.4,1169.1,204.6,4,"RB867515","LP","1,5",52.11
296.802151065227,291.292312515915,302.670897146732,294.453117125032,299.877605610681,290.14776706137,43.4,1169.1,204.6,4,"RB867515","LP","1,5",52.18
297.943351628895,290.733934404006,304.620200113744,294.141137201209,300.371533447077,289.27938894946,49.2,1142.9,230.8,4,"RB867515","LP","1,5",86.71
297.61977744949,290.821454294828,304.142853207065,294.12699625287,300.420231994944,289.471454294828,49.2,1168.1,205.6,4,"RB867515","LP","1,5",86.45
297.453491573996,290.749579542266,303.982764301268,294.030162292848,300.52197642248,289.467155299841,49.2,1142.9,230.8,4,"RB867515","LP","1,5",86.53
297.296203270084,290.90897418565,303.665506300387,294.112855304532,300.468930542812,289.663519640196,45.9,1142.9,230.8,4,"RB867515","LP","1,5",86.72
297.296203270084,290.90897418565,303.665506300387,294.112855304532,300.468930542812,289.663519640196,49.2,1142.9,230.8,4,"RB867515","LP","1,5",86.52
297.671625256805,290.4843206121,304.481594953775,293.841173758953,301.113443438624,289.187047884827,49.2,1162.3,211.4,4,"RB867515","LP","1,5",86.01
297.671625256805,290.4843206121,304.481594953775,293.841173758953,301.113443438624,289.187047884827,49.2,1168.1,205.6,4,"RB867515","R","1,5",86.41
297.575182331793,290.537850968703,304.34590960452,293.817571248424,301.598818695429,289.299669150522,45.9,1162.3,211.4,4,"RB867515","R","1,5",86.39
297.575182331793,290.537850968703,304.34590960452,293.817571248424,301.598818695429,289.299669150522,49.2,1162.3,211.4,4,"RB867515","R","1,5",79.73
297.803594953775,290.887199399979,304.66181334458,293.782066066645,301.113443438624,289.187047884827,49.2,1138.7,233.8,4,"RB867515","R","1,5",79.8
297.803594953775,290.887199399979,304.66181334458,293.782066066645,301.113443438624,289.187047884827,45.9,1138.7,233.8,4,"RB867515","R","1,5",79.8
297.828524760468,290.527206326816,304.983312639256,293.93716731595,301.588524760468,289.434933599544,49.2,1162.3,211.4,4,"RB867515","R","1,5",79.84
297.985424264131,290.570092041533,305.485030324737,294.032936145633,302.063606082313,289.68281931426,45.9,1162.3,211.4,4,"RB867515","R","1,5",79.89
298.148530324737,290.986834465775,305.676145267266,293.971413546161,302.063606082313,289.68281931426,45.9,1138.7,233.8,4,"RB867515","R","1,5",80.26
298.788545387036,290.351060913261,306.479953011669,292.879617818328,302.451272659763,288.82287909508,71.4,1122.5,176.8,3,"RB867515","R","1,5",77.47
298.788545387036,290.351060913261,306.479953011669,292.879617818328,302.451272659763,288.82287909508,68.3,1125.6,176.8,3,"RB867515","R","1,5",77.29
298.866472526147,290.34385969212,306.769830297408,292.969991412027,302.458745253419,288.725223328484,68.3,1125.6,176.8,3,"RB867515","R","1,5",77.29
298.64822656193,290.382179850893,306.85501053065,293.011919452446,302.740953834658,288.576119244833,68.3,1136.9,165.6,3,"RB867515","R","1,5",75.68
298.587321617336,290.325888278388,306.810195517629,293.085465506716,302.751867071882,287.872251914752,71.4,1133.7,165.6,3,"RB867515","LP","1,5",75.69
299.189075655577,289.48338712528,306.679026779721,293.26030833442,303.026499898001,288.023084094977,71.4,1152.5,146.8,3,"RB867515","LP","1,5",75.71
299.337926379771,289.468478123818,306.824759224346,293.23869024503,303.131562743407,287.953932669272,71.4,1152.5,146.8,3,"RB867515","LP","1,5",74.21
299.003269027484,289.54038961039,306.58121624156,293.137881773399,303.350087209302,288.221904761905,71.4,1152.5,146.8,3,"RB867515","R","1,5",74.18
298.852766852392,289.606954844439,306.475073792764,293.268435914504,303.381251700877,287.739682117166,71.4,1152.5,146.8,3,"RB72454","LP","1,5",74.36
298.751238598725,289.653627338611,306.415386325998,293.030075670947,303.204571932058,288.174233399217,68.3,1155.7,146.8,3,"RB835486","R","1,5",75.68
298.625223384345,289.710246202722,306.305535884345,293.0368231543,303.357041566163,288.185700748177,68.3,1155.7,146.8,3,"RB835486","R","1,5",75.74
298.055880355277,290.473222610723,306.445616425658,292.916192307692,303.290425809822,288.473222610723,68.3,1125.6,176.8,3,"RB867515","R","1,5",77.23
298.055880355277,290.473222610723,306.445616425658,292.916192307692,303.290425809822,288.473222610723,68.3,1125.6,176.8,4,"RB867515","R","1,5",77.33
298.055880355277,290.473222610723,306.445616425658,292.916192307692,303.290425809822,288.473222610723,68.3,1136.9,165.6,3,"RB867515","R","1,5",77.34
298.292575594305,290.847872162339,306.612546858673,292.95894359091,303.344772564002,288.57946307143,71.4,1103,196,3,"SP813250","R","1,5",79.86
298.602954382184,291.308553980521,306.612546858673,292.95894359091,303.344772564002,288.57946307143,71.4,1103,195.9,3,"SP813250","R","1,5",79.84
298.615483557904,291.435676429904,306.700332042752,293.0571103684,303.35305931548,288.569009763237,71.4,1103,195.9,3,"SP813250","R","1,5",79.78
298.335367908145,290.960355074139,306.773859287455,293.081561041575,303.458436089963,288.372211134745,71.4,1103,196,3,"SP813250","R","1,5",79.89
298.192147741163,290.613168214402,306.590652791668,293.19649297415,303.617602286618,288.216198517432,71.4,1122.5,176.8,3,"SP813250","R","1,5",71.46
298.378160221985,291.072837985939,306.935171716238,293.19357872668,303.572099615924,288.16495919806,71.4,1103,196,3,"RB835486","R","1,5",71.38
309.226674641148,292.957847201658,301.955280701754,291.495213972818,309.279401913876,293.923301747113,311.5,970.4,312,1,"RB845210","LP","1,5",43.68
308.888387304183,293.007655866353,301.684394299255,291.607091603031,309.201566016427,293.982807381505,311.5,970.4,312,1,"RB845210","LP","1,4",43.68
308.386985368692,293.635591144119,301.90128096602,291.942665007755,310.020191128289,293.440427052486,308.6,987.9,356,1,"RB845210","LP","1,4",47.33
299.296357052039,292.141037568717,304.329387355069,294.800510583082,301.797720688403,291.753234538414,43.4,1212.5,161.2,3,"RB835486","O","1,5",47.17
300.041143856144,292.04564828614,304.951446886447,294.979757377049,302.396446886447,291.611557377049,43.4,1212.5,161.2,3,"RB835486","O","1,5",47.27
300.041143856144,292.04564828614,304.951446886447,294.979757377049,302.637507492507,291.638375558867,43.4,1212.5,161.2,3,"RB835486","O","1,5",47.2
299.296357052039,292.141037568717,304.329387355069,294.800510583082,302.021811597493,291.793764841445,43.4,1212.5,161.2,3,"RB835486","O","1,5",47.27
299.296357052039,292.141037568717,304.329387355069,294.800510583082,301.797720688403,291.753234538414,43.4,1212.5,161.2,3,"RB835486","O","1,5",47.16
299.165235858232,292.246685751226,304.330468181464,294.90340733418,302.315538888535,291.938806963347,43.4,1212.5,161.2,3,"RB835486","O","1,5",47.34
299.298402224048,291.564302561272,305.712265860412,294.852181738963,301.907682527078,291.107787409757,43.4,1209.6,164.1,3,"RB835486","O","1,5",66.99
300.035820128306,292.071725290466,305.327174294973,294.863762327503,301.6127140677,291.119149532891,45.9,1212.5,161.2,3,"RB835486","O","1,5",39.74
299.088168613155,291.897331351072,305.563212601425,295.029674008415,301.6127140677,291.119149532891,45.9,1193,180.7,3,"RB835486","O","1,5",67
299.593526703499,292.035226537217,305.539568370166,294.824300611291,302.107920642893,291.067196234187,45.9,1212.5,161.2,3,"RB835486","O","1,5",39.81
299.593526703499,292.035226537217,305.539568370166,294.824300611291,302.107920642893,291.067196234187,45.9,1212.5,161.2,3,"RB835486","O","1,5",39.82
298.878708133971,291.114637853949,305.96246179966,294.488204287516,301.12961722488,290.56372876304,45.9,1193,180.7,3,"RB835486","R","1,5",67
298.66064791562,291.86355987055,305.788096595972,294.99355987055,302.107920642893,291.067196234187,45.9,1193,180.7,3,"RB835486","O","1,5",67.03
299.593526703499,292.035226537217,305.539568370166,294.824300611291,302.107920642893,291.067196234187,45.9,1212.5,161.2,3,"RB835486","O","1,5",39.78
298.66064791562,291.86355987055,305.788096595972,294.99355987055,302.107920642893,291.067196234187,45.9,1193,180.7,3,"RB835486","O","1,5",67.1
299.593526703499,292.035226537217,305.44422562823,294.862021409012,302.640193370166,291.29855987055,43.4,1212.5,161.2,3,"RB835486","O","1,5",39.88
299.961411663062,291.48945736741,306.541788007148,294.435130444333,302.433494996395,290.864040700744,43.4,1212.5,161.2,3,"RB835486","R","1,5",39.73
299.795439393939,291.536017883756,307.561069892473,294.414759142497,302.988166666667,290.907836065574,43.4,1212.5,161.2,3,"RB835486","O","1,5",39.78
299.936680018416,291.793197968062,306.587305018416,294.603660931025,302.232589109325,290.867061604426,45.9,1212.5,161.2,3,"RB835486","O","1,5",39.78
298.935316382053,291.668879786244,306.78301335175,294.812697968062,302.814180018416,291.103197968062,43.4,1193,180.7,3,"RB835486","O","1,5",67.06
299.209984848485,291.474199701937,307.93461827957,294.546297604035,302.357257575758,290.666926974665,49.2,1193,180.7,3,"RB835486","R","1,5",67.16
299.060292637405,291.450912356746,307.098181874605,294.67083659917,303.635444152557,291.155154780988,43.4,1193,180.7,3,"RB835486","O","1,5",66.98
299.060292637405,291.450912356746,307.197907495665,294.577695573529,302.072413849526,290.669094174928,45.9,1193,180.7,3,"RB835486","R","1,5",66.99
299.098643307707,291.349883433425,307.175809974374,294.334916766759,301.440840277404,290.418444039486,45.9,1172.7,201,3,"RB867515","R","1,5",44.34
299.098643307707,291.349883433425,307.175809974374,294.334916766759,301.440840277404,290.418444039486,45.9,1172.7,201,3,"RB867515","R","1,5",44.52
299.098643307707,291.349883433425,307.175809974374,294.334916766759,301.440840277404,290.418444039486,45.9,1172.7,201,3,"RB867515","R","1,5",44.16
298.942192982456,291.404486338798,306.173192982456,294.484019672131,301.12961722488,290.56372876304,45.9,1172.7,201,3,"RB867515","R","1,5",44.46
298.942192982456,291.404486338798,306.173192982456,294.484019672131,301.12961722488,290.56372876304,45.9,1172.7,201,3,"RB867515","R","1,5",44.39
299.702192982456,291.297819672131,305.64181663837,294.372050441362,301.703859649123,290.777819672131,45.9,1212.5,161.2,3,"RB867515","R","1,5",17.03
299.702192982456,291.297819672131,305.716151315789,294.326153005465,301.12961722488,290.56372876304,45.9,1212.5,161.2,3,"RB867515","R","1,5",17.12
299.255093632959,291.295280528053,308.131185586982,294.249447194719,302.401760299625,290.471947194719,45.9,1172.7,201,4,"RB867515","R","1,5",44.34
299.255093632959,291.295280528053,308.131185586982,294.249447194719,302.401760299625,290.471947194719,45.9,1172.7,201,4,"RB867515","R","1,5",44.84
298.718421197295,291.744146423988,305.763572712446,294.743324574344,307.529582813456,293.004146423988,53.5,1118.5,205.6,4,"RB867515","R","1,5",39.45
298.696407090324,291.693104523077,305.9339828479,294.791807603795,307.633477797395,292.824013613986,53.5,1118.5,205.6,4,"RB867515","R","1,5",51.35
298.599488061431,291.703986217559,305.329942606886,294.953495234075,307.431306243249,293.170986217559,61.5,1110.5,205.6,4,"RB867515","R","1,5",51.43
298.599488061431,291.703986217559,305.329942606886,294.953495234075,307.431306243249,293.170986217559,61.5,1110.5,205.6,4,"RB867515","R","1,5",51.44
298.747819116949,291.629153915392,306.415546389676,294.609103410341,308.640546389676,292.705881188119,61.5,1110.5,205.6,4,"RB867515","R","1,5",51.29
298.696407090324,291.693104523077,305.9339828479,294.791807603795,308.105497999415,293.001528765501,86.8,1059,229.7,4,"RB867515","R","1,5",51.35
298.747819116949,291.629153915392,306.415546389676,294.609103410341,308.640546389676,292.705881188119,66.7,1077,231.9,4,"RB867515","R","1,5",51.28
298.605393085787,291.58696669667,305.689029449424,294.75403740374,307.827211267606,292.749148514851,66.7,1077,231.9,4,"RB867515","R","1,5",51.29
299.944485783616,291.013547854785,305.751569116949,294.377381188119,308.640546389676,292.705881188119,61.5,1154.9,161.2,4,"RB867515","R","1,5",22.17
298.89024514811,291.671341134113,307.142063329928,294.464169416942,309.453881511747,292.662613861386,61.5,1110.5,205.6,4,"RB867515","R","1,5",51.24
298.605393085787,291.58696669667,305.689029449424,294.75403740374,307.827211267606,292.749148514851,66.7,1077,231.9,4,"RB867515","R","1,5",51.42
298.747819116949,291.629153915392,306.415546389676,294.609103410341,308.640546389676,292.705881188119,61.5,1110.5,205.6,4,"RB867515","R","1,5",51.48
298.46869780552,291.351651709579,305.794152350975,294.742510295437,307.944152350975,292.524288073215,66.7,1071.4,237.5,4,"RB867515","R","1,5",48.38
