,safra,codFaz,bloco,talhao,estagio,variedade,usina,ambProd,tchEst,tchReal,days
0,21213,430001,1,1,4,RB855453,COR,B,60.0,56.3,412
1,21213,430001,1,2,4,SP813250,COR,B,80.0,75.07,412
2,21213,430001,1,3,4,SP813250,COR,B,80.0,74.95,407
3,21213,430001,1,4,4,SP813250,COR,B,80.0,72.89,402
4,21213,430001,1,5,4,RB72454,COR,F,80.0,75.08,388
5,21213,430001,1,5,4,RB72454,COR,F,80.0,75.08,388
6,21213,430001,1,6,4,RB72454,COR,G,80.0,75.08,389
7,21213,430001,1,7,4,RB72454,COR,G,65.0,60.99,389
8,21213,430001,1,8,4,RB72454,COR,F,80.0,75.09,392
9,21213,430001,1,8,4,RB72454,COR,F,80.0,75.09,392
10,21213,430001,1,10,4,RB855453,COR,B,60.0,56.29,412
11,21213,430001,1,11,4,RB855453,COR,B,80.0,75.08,391
12,21213,430001,1,12,4,SP813250,COR,G,90.0,84.43,387
13,21213,430001,1,12,4,SP813250,COR,G,90.0,84.43,387
14,21213,430001,1,13,3,SP813250,COR,C,80.0,75.08,407
15,21213,430001,1,14,3,SP813250,COR,C,80.0,75.05,412
16,21213,430001,1,15,4,SP813250,COR,C,80.0,74.87,383
17,21213,430001,1,17,4,SP813250,COR,C,80.0,78.96,385
18,21213,430001,1,17,4,SP813250,COR,C,80.0,78.96,385
19,21213,430002,1,1,3,SP813250,COR,G,50.0,49.76,370
20,21213,430002,1,2,3,SP813250,COR,G,50.0,49.77,371
21,21213,430002,1,3,3,SP813250,COR,G,50.0,49.79,369
22,21213,430002,1,4,3,SP813250,COR,G,50.0,49.79,371
23,21213,430002,1,5,3,SP813250,COR,G,50.0,49.8,371
24,21213,430002,1,6,3,SP813250,COR,G,60.0,59.74,370
25,21213,430002,1,7,3,SP813250,COR,G,60.0,59.71,371
26,21213,430002,1,8,3,SP813250,COR,G,60.0,59.7,369
27,21213,430002,1,9,3,SP813250,COR,G,60.0,59.76,370
28,21213,430002,1,10,3,SP813250,COR,G,60.0,61.37,370
29,21213,430002,1,11,3,SP813250,COR,G,60.0,61.4,372
30,21213,430002,1,12,3,SP813250,COR,G,60.0,61.38,371
31,21213,430002,1,13,3,SP813250,COR,G,60.0,61.41,368
32,21213,430002,1,14,3,SP813250,COR,G,60.0,61.33,369
33,21213,430002,1,15,3,SP813250,COR,G,60.0,61.39,369
34,21213,430002,1,16,3,SP813250,COR,G,60.0,61.45,371
35,21213,430002,1,17,3,SP813250,COR,G,50.0,53.49,379
36,21213,430002,1,18,3,SP813250,COR,G,50.0,53.49,375
37,21213,430002,1,19,3,SP813250,COR,G,60.0,64.27,384
38,21213,430002,1,20,3,SP813250,COR,G,60.0,64.11,379
39,21213,430002,1,21,3,SP813250,COR,G,60.0,64.21,380
40,21213,430002,1,22,3,SP813250,COR,G,60.0,64.19,380
41,21213,430002,1,23,3,SP813250,COR,G,60.0,64.27,379
42,21213,430002,1,24,3,SP813250,COR,G,60.0,64.22,381
43,21213,430002,1,25,3,SP813250,COR,G,60.0,64.22,379
44,21213,430002,1,26,3,SP813250,COR,G,60.0,67.41,379
45,21213,430002,1,27,2,RB835054,COR,G,60.0,72.3,449
46,21213,430002,1,28,2,RB835054,COR,G,60.0,72.28,447
47,21213,430002,1,29,2,RB835054,COR,G,60.0,72.27,515
48,21213,430002,1,30,2,RB835054,COR,G,60.0,72.3,343
49,21213,430003,1,7,2,SP80-1842,COR,G,70.0,65.24,247
50,21213,430004,1,1,4,RB835486,COR,G,60.0,61.91,426
51,21213,430004,1,2,4,RB835486,COR,G,60.0,61.91,426
52,21213,430004,1,3,4,RB835486,COR,G,60.0,61.9,425
53,21213,430004,1,4,4,RB835486,COR,G,60.0,61.91,426
54,21213,430004,1,5,4,RB835486,COR,G,60.0,61.91,426
55,21213,430004,1,6,4,RB835486,COR,G,60.0,61.89,426
56,21213,430004,1,7,4,RB835486,COR,G,60.0,61.89,428
57,21213,430004,1,8,4,RB835486,COR,G,60.0,61.9,425
58,21213,430004,1,9,4,RB835486,COR,G,60.0,61.9,439
59,21213,430004,1,10,4,RB835486,COR,G,55.0,54.8,425
60,21213,430004,1,11,4,RB835486,COR,G,55.0,54.83,424
61,21213,430004,1,12,4,RB835486,COR,G,55.0,54.82,424
62,21213,430004,1,13,4,RB835486,COR,G,55.0,54.79,421
63,21213,430004,1,14,4,RB835486,COR,G,55.0,54.84,420
64,21213,430004,1,15,4,RB835486,COR,G,55.0,54.75,419
65,21213,430004,1,16,4,RB835486,COR,G,55.0,54.79,421
66,21213,430004,1,17,4,RB835486,COR,G,55.0,54.82,421
67,21213,430004,1,18,4,RB835486,COR,G,55.0,54.9,421
68,21213,430004,1,19,3,RB835486,COR,G,60.0,61.88,429
69,21213,430004,1,20,3,RB835054,COR,G,60.0,61.9,430
70,21213,430004,1,21,3,RB835486,COR,G,60.0,61.86,426
71,21213,430004,1,22,3,RB835486,COR,G,60.0,61.88,415
72,21213,430004,1,23,3,RB835486,COR,G,20.0,20.63,414
73,21213,430004,1,24,3,RB835486,COR,G,55.0,56.74,428
74,21213,430004,1,25,3,RB835486,COR,G,55.0,56.75,415
75,21213,430004,1,26,3,RB835486,COR,G,20.0,20.63,414
76,21213,430004,1,27,3,RB835486,COR,G,55.0,56.73,431
77,21213,430004,1,28,3,RB835486,COR,G,55.0,56.74,422
78,21213,430004,1,29,3,RB835486,COR,G,55.0,56.74,422
79,21213,430004,1,30,3,RB835486,COR,G,55.0,56.75,431
80,21213,430004,1,31,3,RB835486,COR,G,55.0,56.75,423
81,21213,430004,1,32,3,RB835486,COR,G,55.0,56.73,424
82,21213,430004,1,33,3,RB835486,COR,G,55.0,56.68,429
83,21213,430004,1,34,3,RB835486,COR,G,55.0,56.75,423
84,21213,430004,1,35,3,RB835486,COR,G,55.0,57.27,424
85,21213,430004,1,36,3,RB835486,COR,G,55.0,46.91,446
86,21213,430004,1,37,3,RB835486,COR,G,55.0,46.91,448
87,21213,430004,1,38,3,RB835486,COR,G,55.0,46.92,447
88,21213,430004,1,39,3,RB835486,COR,G,55.0,46.91,449
89,21213,430004,1,40,3,RB835486,COR,G,55.0,46.92,451
90,21213,430004,1,45,2,RB867515,COR,G,65.0,51.52,309
91,21213,430004,1,47,2,RB867515,COR,G,65.0,51.47,313
92,21213,430004,1,48,2,RB867515,COR,G,65.0,51.53,310
93,21213,430004,1,49,2,RB867515,COR,G,65.0,51.49,312
94,21213,430004,1,50,2,RB867515,COR,G,65.0,51.56,313
95,21213,430004,1,51,2,RB867515,COR,G,65.0,51.51,311
96,21213,430004,1,53,2,RB867515,COR,G,65.0,51.54,325
97,21213,430004,1,54,2,RB867515,COR,G,65.0,51.53,331
98,21213,430004,1,55,2,RB867515,COR,G,80.0,63.4,308
99,21213,430004,1,57,2,RB867515,COR,E,80.0,63.41,321
100,21213,430004,1,58,2,RB867515,COR,E,60.0,47.76,317
101,21213,430005,1,1,4,RB835486,COR,G,70.0,65.24,383
102,21213,430005,1,2,4,RB835486,COR,G,70.0,65.22,383
103,21213,430005,1,3,4,RB835486,COR,G,70.0,65.24,385
104,21213,430005,1,4,4,RB835486,COR,G,70.0,60.58,387
105,21213,430005,1,5,4,RB835486,COR,G,70.0,65.23,393
106,21213,430005,1,6,4,RB835486,COR,A,70.0,60.56,388
107,21213,430005,1,7,4,RB835486,COR,G,70.0,59.28,388
108,21213,430005,1,10,4,RB835486,COR,G,70.0,67.29,393
109,21213,430006,1,1,4,SP80-3280,COR,C,60.0,68.73,366
110,21213,430006,1,2,4,SP80-3280,COR,C,60.0,68.73,366
111,21213,430006,1,3,4,RB855453,COR,C,60.0,68.73,366
112,21213,430006,1,3,4,RB855453,COR,C,60.0,68.73,366
113,21213,430006,1,4,4,RB855453,COR,C,60.0,68.75,363
114,21213,430006,1,4,4,RB855453,COR,C,60.0,68.75,363
115,21213,430006,1,5,4,RB855453,COR,D,60.0,68.71,359
116,21213,430006,1,6,4,RB855453,COR,C,60.0,68.71,360
117,21213,430006,1,8,4,SP80-3280,COR,C,60.0,68.74,361
118,21213,430006,1,9,4,RB72454,COR,F,60.0,68.71,352
119,21213,430006,1,10,4,SP80-3280,COR,G,60.0,68.72,349
120,21213,430006,1,11,4,RB72454,COR,F,60.0,68.73,351
121,21213,430006,1,12,4,SP83-2847,COR,G,60.0,68.74,346
122,21213,430006,1,13,4,SP83-2847,COR,G,75.0,88.27,366
123,21213,430006,1,14,4,SP83-2847,COR,G,75.0,88.43,365
124,21213,430006,1,18,4,SP813250,COR,G,75.0,51.61,365
125,21213,430006,1,19,4,SP83-2847,COR,G,75.0,88.42,364
126,21213,430006,1,20,4,RB835054,COR,G,75.0,88.44,368
127,21213,430006,1,21,4,SP813250,COR,G,75.0,31.54,367
128,21213,430006,1,22,4,SP813250,COR,C,75.0,88.37,375
129,21213,430006,1,23,4,SP813250,COR,G,75.0,88.39,371
130,21213,430006,1,24,4,SP83-2847,COR,G,75.0,88.43,378
131,21213,430006,1,25,4,SP813250,COR,G,75.0,88.38,379
132,21213,430006,1,26,4,SP813250,COR,G,75.0,88.42,377
133,21213,430006,1,27,4,SP80-3280,COR,B,50.0,57.26,364
134,21213,430006,1,28,4,SP80-3280,COR,B,50.0,57.27,361
135,21213,430006,1,28,4,SP80-3280,COR,B,50.0,57.27,361
136,21213,430006,1,29,4,SP80-3280,COR,C,50.0,57.3,361
137,21213,430006,1,29,4,SP80-3280,COR,C,50.0,57.3,361
138,21213,430006,1,30,4,RB835054,COR,B,30.0,31.9,379
139,21213,430006,1,31,4,RB835054,COR,B,30.0,31.88,379
140,21213,430006,1,32,4,SP813250,COR,B,40.0,42.51,375
141,21213,430006,1,33,4,SP813250,COR,C,40.0,42.51,377
142,21213,430006,1,34,4,SP813250,COR,G,50.0,53.15,376
143,21213,430006,1,35,4,SP813250,COR,C,50.0,53.17,377
144,21213,430006,1,36,4,SP813250,COR,G,50.0,53.18,375
145,21213,430006,1,37,4,SP91-1049,COR,G,50.0,53.18,375
146,21213,430006,1,38,4,RB835054,COR,B,50.0,53.15,379
147,21213,430006,1,39,4,RB835054,COR,B,40.0,42.5,379
148,21213,430006,1,40,4,RB835054,COR,A,55.0,58.43,381
149,21213,430006,1,41,3,RB867515,COR,G,55.0,63.18,354
150,21213,430006,1,42,3,RB867515,COR,D,55.0,64.8,368
151,21213,430006,1,43,3,RB867515,COR,B,55.0,64.84,367
152,21213,430006,1,44,4,SP813250,COR,C,55.0,64.87,378
153,21213,430006,1,45,4,SP813250,COR,C,55.0,64.74,379
154,21213,430006,1,46,4,SP813250,COR,C,55.0,64.79,377
155,21213,430006,1,47,4,SP813250,COR,C,55.0,65.78,377
156,21213,430006,1,48,2,RB867515,COR,A,55.0,58.48,384
157,21213,430006,1,49,2,RB867515,COR,A,55.0,58.46,384
158,21213,430006,1,50,2,RB867515,COR,A,55.0,58.74,383
159,21213,430007,1,2,4,SP91-1049,COR,C,60.0,64.67,378
160,21213,430007,1,3,4,SP80-3280,COR,C,40.0,43.12,379
161,21213,430007,1,4,4,SP80-3280,COR,B,60.0,64.51,376
162,21213,430007,1,5,4,SP80-3280,COR,C,60.0,64.67,379
163,21213,430007,1,7,4,SP80-1842,COR,C,30.0,32.35,376
164,21213,430007,1,8,3,RB835054,COR,C,60.0,23.6,409
165,21213,430008,1,4,3,RB867515,COR,G,45.0,35.34,350
166,21213,430008,1,5,3,RB867515,COR,G,45.0,35.33,349
167,21213,430008,1,6,3,RB867515,COR,G,45.0,35.3,346
168,21213,430008,1,7,3,RB867515,COR,G,45.0,35.35,346
169,21213,430008,1,8,3,RB867515,COR,G,45.0,35.31,346
170,21213,430008,1,11,3,RB867515,COR,G,45.0,35.35,346
171,21213,430010,1,1,3,SP813250,COR,G,55.0,45.16,382
172,21213,430010,1,2,4,SP813250,COR,G,55.0,45.15,380
173,21213,430010,1,4,3,SP813250,COR,G,55.0,45.15,379
174,21213,430010,1,5,3,SP813250,COR,G,55.0,45.17,379
175,21213,430010,1,6,3,SP813250,COR,G,55.0,45.18,381
176,21213,430010,1,7,3,RB867515,COR,G,55.0,45.16,373
177,21213,430010,1,8,3,SP813250,COR,G,55.0,45.19,381
178,21213,430010,1,9,3,SP813250,COR,G,55.0,45.17,380
179,21213,430010,1,10,3,SP813250,COR,G,55.0,45.11,380
180,21213,430010,1,11,3,SP813250,COR,G,55.0,45.17,382
181,21213,430010,1,12,3,SP813250,COR,G,55.0,45.13,376
182,21213,430010,1,13,3,RB867515,COR,G,55.0,45.12,375
183,21213,430010,1,14,3,SP813250,COR,G,55.0,45.16,377
184,21213,430010,1,15,3,SP813250,COR,G,40.0,32.86,377
185,21213,430010,1,16,3,SP813250,COR,G,40.0,32.82,374
186,21213,430010,1,17,3,SP813250,COR,G,40.0,32.85,375
187,21213,430010,1,18,3,SP813250,COR,G,40.0,32.83,374
188,21213,430010,1,19,3,SP813250,COR,G,40.0,33.1,377
189,21213,430010,1,23,4,RB855453,COR,G,65.0,47.05,244
190,21213,430010,1,25,4,RB855453,COR,G,65.0,52.29,244
191,21213,430011,1,1,4,SP813250,COR,D,50.0,37.41,250
192,21213,430011,1,2,4,SP813250,COR,B,50.0,37.41,262
193,21213,430011,1,3,4,SP813250,COR,G,50.0,33.26,254
194,21213,430011,1,5,4,SP813250,COR,D,45.0,37.4,266
195,21213,430011,1,6,4,SP813250,COR,G,45.0,33.24,260
196,21213,430011,1,7,4,SP813250,COR,D,45.0,37.4,266
197,21213,430011,1,8,4,SP813250,COR,G,45.0,37.4,265
198,21213,430011,1,9,18m,SP813250,COR,G,50.0,40.83,425
199,21213,430011,1,10,4,SP813250,COR,G,50.0,37.41,254
200,21213,430011,1,11,18m,SP813250,COR,G,50.0,40.82,425
201,21213,430011,1,16,3,SP813250,COR,G,50.0,16.63,261
202,21213,430013,1,3,3,SP813250,COR,G,72.0,59.97,330
203,21213,430013,1,4,3,SP813250,COR,G,72.0,59.95,330
204,21213,430013,1,5,4,SP813250,COR,F,72.0,60.0,329
205,21213,430013,1,6,4,RB867515,COR,G,72.0,57.24,339
206,21213,430013,1,8,3,RB867515,COR,G,72.0,57.22,333
207,21213,430013,1,9,3,RB867515,COR,G,72.0,57.23,333
208,21213,430013,1,10,4,RB835054,COR,G,42.0,33.38,338
209,21213,430013,1,11,4,RB835054,COR,G,42.0,33.39,337
210,21213,430013,1,23,3,RB867515,COR,G,72.0,57.25,341
211,21213,430013,1,24,3,RB867515,COR,G,70.0,55.66,340
212,21213,430013,1,27,3,RB867515,COR,G,70.0,55.84,341
213,21213,430013,1,28,18m,RB855453,COR,C,100.0,78.13,409
214,21213,430013,1,29,18m,RB855453,COR,G,100.0,100.45,471
215,21213,430013,1,30,18m,RB855453,COR,C,100.0,100.46,399
216,21213,430013,1,31,18m,RB855453,COR,G,100.0,100.42,474
217,21213,430013,1,32,18m,RB855453,COR,C,100.0,100.45,414
218,21213,430013,1,33,18m,RB855453,COR,C,100.0,100.5,415
219,21213,430013,1,34,12m,RB867515,COR,F,40.0,47.64,309
220,21213,430013,1,35,12m,RB867515,COR,F,40.0,47.63,320
221,21213,430013,1,36,12m,RB867515,COR,F,40.0,12.26,424
222,21213,430013,1,36,12m,RB867515,COR,F,40.0,12.26,424
223,21213,430013,1,37,15M,RB835054,COR,F,40.0,47.61,372
224,21213,430013,1,38,15M,RB835054,COR,F,40.0,47.64,369
225,21213,430013,1,39,15M,RB835054,COR,F,50.0,59.54,373
226,21213,430013,1,41,15M,RB835054,COR,F,40.0,54.73,406
227,21213,430013,1,42,15M,RB835054,COR,F,50.0,59.54,370
228,21213,430013,1,43,15M,RB835054,COR,F,30.0,35.66,367
229,21213,430013,1,44,15M,RB835054,COR,F,50.0,59.75,372
230,21213,430014,1,13,4,SP813250,COR,D,70.0,33.85,357
231,21213,430014,1,15,12m,SP813250,COR,F,70.0,33.95,326
232,21213,430015,1,1,4,RB867515,COR,G,75.0,75.03,377
233,21213,430015,1,1,4,RB867515,COR,G,75.0,75.03,377
234,21213,430015,1,2,4,RB867515,COR,G,75.0,75.22,378
235,21213,430015,1,2,4,RB867515,COR,G,75.0,75.22,378
236,21213,430015,1,3,3,RB867515,COR,G,75.0,75.14,383
237,21213,430015,1,4,3,RB867515,COR,G,75.0,75.18,383
238,21213,430015,1,5,3,RB867515,COR,G,75.0,75.17,384
239,21213,430015,1,6,3,RB867515,COR,G,75.0,75.2,383
240,21213,430015,1,7,4,RB867515,COR,G,75.0,75.18,378
241,21213,430015,1,7,4,RB867515,COR,G,75.0,75.18,378
242,21213,430015,1,8,4,RB867515,COR,G,75.0,75.18,379
243,21213,430015,1,8,4,RB867515,COR,G,75.0,75.18,379
244,21213,430015,1,9,4,RB867515,COR,G,75.0,75.19,376
245,21213,430015,1,9,4,RB867515,COR,G,75.0,75.19,376
246,21213,430015,1,10,4,RB867515,COR,G,60.0,60.13,381
247,21213,430015,1,11,3,RB867515,COR,G,60.0,59.83,380
248,21213,430015,1,12,3,RB867515,COR,G,60.0,60.1,379
249,21213,430015,1,13,4,RB867515,COR,G,60.0,60.17,383
250,21213,430015,1,14,4,RB867515,COR,G,60.0,60.18,381
251,21213,430015,1,15,3,RB867515,COR,G,60.0,60.11,384
252,21213,430015,1,16,3,RB867515,COR,G,60.0,60.08,381
253,21213,430015,1,17,3,RB867515,COR,G,60.0,60.04,386
254,21213,430015,1,18,3,RB867515,COR,G,60.0,60.12,383
255,21213,430015,1,19,3,RB867515,COR,G,60.0,60.14,383
256,21213,430015,1,21,4,RB867515,COR,G,60.0,60.02,383
257,21213,430015,1,22,4,RB867515,COR,G,60.0,61.1,383
258,21213,430016,1,1,4,SP813250,COR,G,55.0,56.22,358
259,21213,430016,1,2,3,SP813250,COR,G,55.0,56.18,359
260,21213,430016,1,3,3,SP813250,COR,G,55.0,56.2,358
261,21213,430016,1,4,3,SP813250,COR,B,55.0,56.19,357
262,21213,430016,1,5,3,SP813250,COR,B,55.0,56.17,358
263,21213,430016,1,6,3,SP813250,COR,B,55.0,56.19,355
264,21213,430016,1,7,3,SP813250,COR,B,55.0,56.26,357
265,21213,430016,1,8,3,SP813250,COR,B,55.0,55.54,356
266,21213,430016,1,9,3,SP813250,COR,B,55.0,55.63,356
267,21213,430016,1,10,3,SP813250,COR,B,55.0,55.62,357
268,21213,430016,1,11,3,SP813250,COR,B,55.0,55.6,357
269,21213,430016,1,12,3,SP813250,COR,B,55.0,55.63,356
270,21213,430016,1,13,3,SP813250,COR,G,55.0,55.59,356
271,21213,430016,1,14,4,SP813250,COR,G,55.0,55.61,356
272,21213,430016,1,15,4,SP813250,COR,G,55.0,55.71,353
273,21213,430016,1,16,4,SP813250,COR,G,55.0,55.66,353
274,21213,430016,1,17,3,SP813250,COR,G,55.0,55.62,354
275,21213,430016,1,18,3,SP813250,COR,G,55.0,55.69,353
276,21213,430016,1,19,3,SP813250,COR,G,55.0,55.74,349
277,21213,430016,1,20,3,SP813250,COR,G,55.0,56.28,349
278,21213,430018,1,2,3,RB867515,COR,G,61.0,57.86,426
279,21213,430018,1,3,3,RB867515,COR,G,61.0,67.28,431
280,21213,430018,1,4,4,RB867515,COR,G,61.0,57.87,415
281,21213,430018,1,5,12m,RB867515,COR,G,61.0,57.87,407
282,21213,430018,1,6,12m,RB867515,COR,G,61.0,57.86,407
283,21213,430018,1,7,12m,RB867515,COR,G,65.0,61.68,403
284,21213,430018,1,8,12m,RB867515,COR,G,65.0,61.66,409
285,21213,430018,1,9,3,RB867515,COR,G,65.0,61.66,416
286,21213,430018,1,10,12m,RB867515,COR,G,65.0,61.68,411
287,21213,430018,1,11,12m,RB867515,COR,G,65.0,61.63,419
288,21213,430018,1,16,12m,RB867515,COR,G,65.0,61.66,420
289,21213,430018,1,21,12m,RB867515,COR,G,74.0,70.18,418
290,21213,430018,1,25,12m,RB867515,COR,G,74.0,70.22,425
291,21213,430018,1,28,12m,RB867515,COR,G,74.0,70.15,469
292,21213,430018,1,30,12m,RB867515,COR,G,74.0,70.22,474
293,21213,430018,1,31,12m,RB867515,COR,G,56.0,53.04,476
294,21213,430018,1,32,3,RB867515,COR,G,56.0,53.12,318
295,21213,430018,1,33,3,RB867515,COR,G,56.0,53.11,315
296,21213,430018,1,34,3,RB867515,COR,G,56.0,53.11,316
297,21213,430018,1,35,3,RB867515,COR,G,56.0,53.14,317
298,21213,430018,1,36,3,RB867515,COR,G,56.0,53.12,315
299,21213,430018,1,39,12m,RB867515,COR,G,74.0,70.2,461
300,21213,430018,1,40,12m,RB867515,COR,G,74.0,70.22,422
301,21213,430018,1,41,12m,RB867515,COR,G,74.0,70.22,426
302,21213,430018,1,42,12m,RB867515,COR,G,74.0,72.9,431
303,21213,430022,1,1,3,RB835054,COR,G,40.0,48.59,284
304,21213,430022,1,2,3,RB835054,COR,F,40.0,48.6,288
305,21213,430022,1,3,3,RB835054,COR,F,40.0,48.59,288
306,21213,430023,1,1,3,RB72454,COR,G,50.0,23.48,404
307,21213,430023,1,1,3,RB72454,COR,G,50.0,1.13,404
308,21213,430023,1,2,3,RB72454,COR,G,50.0,23.47,402
309,21213,430023,1,2,3,RB72454,COR,G,50.0,1.12,402
310,21213,430023,1,3,3,RB72454,COR,G,50.0,23.47,406
311,21213,430023,1,3,3,RB72454,COR,G,50.0,1.12,406
312,21213,430023,1,4,3,RB72454,COR,G,50.0,23.48,404
313,21213,430023,1,4,3,RB72454,COR,G,50.0,1.13,404
314,21213,430023,1,7,3,RB72454,COR,G,50.0,23.48,405
315,21213,430023,1,7,3,RB72454,COR,G,50.0,1.13,405
316,21213,430024,1,1,3,SP813250,COR,G,55.0,47.61,398
317,21213,430024,1,2,3,SP813250,COR,G,55.0,47.58,398
318,21213,430024,1,3,3,SP813250,COR,G,55.0,47.56,398
319,21213,430024,1,4,3,SP813250,COR,G,55.0,47.69,398
320,21213,430026,1,1,3,SP80-1842,COR,G,55.0,47.32,385
321,21213,430026,1,2,3,SP80-1842,COR,G,55.0,47.29,386
322,21213,430028,1,1,3,RB867515,COR,G,45.0,39.3,382
323,21213,430028,1,2,3,RB867515,COR,G,45.0,39.27,386
324,21213,430028,1,3,3,RB867515,COR,G,45.0,39.3,382
325,21213,430028,1,4,3,RB867515,COR,G,45.0,39.28,382
326,21213,430028,1,5,3,RB867515,COR,G,45.0,39.29,381
327,21213,430028,1,6,3,RB867515,COR,G,45.0,39.29,381
328,21213,430028,1,7,3,RB867515,COR,G,45.0,39.27,381
329,21213,430028,1,8,3,RB867515,COR,G,45.0,39.3,382
330,21213,430028,1,9,3,RB867515,COR,G,45.0,39.3,380
331,21213,430028,1,10,3,RB867515,COR,G,45.0,39.29,381
332,21213,430028,1,11,3,RB867515,COR,G,45.0,39.29,380
333,21213,430028,1,12,3,SP813250,COR,G,45.0,39.29,379
334,21213,430028,1,13,3,SP813250,COR,G,45.0,39.29,379
335,21213,430028,1,14,3,SP813250,COR,G,45.0,39.29,379
336,21213,430028,1,15,3,SP813250,COR,G,45.0,39.3,380
337,21213,430028,1,16,3,SP813250,COR,G,45.0,39.29,380
338,21213,430028,1,17,3,SP813250,COR,G,45.0,39.29,380
339,21213,430028,1,18,3,SP813250,COR,G,45.0,39.71,379
340,21213,430029,1,4,3,RB835054,COR,G,55.0,47.87,369
341,21213,430029,1,6,3,RB835054,COR,G,55.0,47.87,369
342,21213,430029,1,8,3,RB867515,COR,G,55.0,50.32,369
343,21213,430029,1,10,3,RB867515,COR,G,55.0,50.37,365
344,21213,430029,1,11,3,RB867515,COR,G,55.0,50.37,365
345,21213,430030,1,1,12m,SP813250,COR,C,55.0,46.24,395
346,21213,430030,1,2,12m,SP813250,COR,B,55.0,46.24,394
347,21213,430030,1,3,12m,SP813250,COR,C,55.0,46.25,389
348,21213,430030,1,4,12m,SP813250,COR,B,55.0,46.25,393
349,21213,430032,1,1,3,SP91-1049,COR,F,50.0,48.58,387
350,21213,430032,1,2,3,SP91-1049,COR,F,50.0,48.58,388
351,21213,430032,1,3,3,SP91-1049,COR,B,50.0,48.58,387
352,21213,430033,1,1,18m,SP813250,COR,C,75.0,106.0,439
353,21213,430033,1,2,18m,SP813250,COR,C,75.0,105.94,437
354,21213,430033,1,3,18m,SP813250,COR,C,75.0,105.95,385
355,21213,430033,1,4,18m,SP813250,COR,C,75.0,105.94,436
356,21213,430033,1,5,18m,SP813250,COR,C,75.0,105.98,437
357,21213,430033,1,8,15M,RB867515,COR,B,80.0,90.58,399
358,21213,430033,1,9,18m,RB867515,COR,C,90.0,101.91,421
359,21213,430033,1,10,18m,RB867515,COR,C,90.0,101.9,418
360,21213,430033,1,11,18m,RB867515,COR,C,90.0,101.91,427
361,21213,430033,1,12,18m,RB867515,COR,C,90.0,101.91,426
362,21213,430033,1,13,18m,RB867515,COR,C,90.0,101.92,426
363,21213,430033,1,14,18m,RB867515,COR,C,90.0,101.92,430
364,21213,430033,1,15,18m,RB867515,COR,C,90.0,101.92,428
365,21213,430033,1,16,18m,RB867515,COR,C,90.0,101.91,433
366,21213,430033,1,17,18m,RB867515,COR,C,90.0,101.91,422
367,21213,430033,1,18,18m,RB867515,COR,C,90.0,103.12,415
368,21213,430034,1,17,12m,RB867515,COR,G,60.0,63.68,453
369,21213,430035,1,3,2,RB855453,COR,G,113.0,110.66,389
370,21213,430035,1,4,2,RB855453,COR,G,113.0,110.66,384
371,21213,430035,1,5,2,RB855453,COR,G,113.0,110.62,387
372,21213,430035,1,7,2,RB855453,COR,G,113.0,110.65,387
373,21213,430035,1,8,2,RB855453,COR,G,113.0,110.66,387
374,21213,430035,1,9,2,RB855453,COR,G,113.0,110.6,384
375,21213,430035,1,11,2,RB855453,COR,G,113.0,101.72,355
376,21213,430035,1,11,2,RB855453,COR,G,113.0,101.72,355
377,21213,430035,1,12,2,RB855453,COR,G,113.0,101.71,354
378,21213,430035,1,12,2,RB855453,COR,G,113.0,101.71,354
379,21213,430035,1,13,2,RB855453,COR,G,113.0,101.7,354
380,21213,430035,1,13,2,RB855453,COR,G,113.0,101.7,354
381,21213,430035,1,14,2,RB855453,COR,G,113.0,101.69,352
382,21213,430035,1,14,2,RB855453,COR,G,113.0,101.69,352
383,21213,430035,1,15,2,RB855453,COR,G,113.0,101.64,359
384,21213,430035,1,15,2,RB855453,COR,G,113.0,101.64,359
385,21213,430035,1,17,2,RB855453,COR,G,113.0,101.71,353
386,21213,430035,1,17,2,RB855453,COR,G,113.0,101.71,353
387,21213,430035,1,18,2,RB855453,COR,G,113.0,101.69,355
388,21213,430035,1,18,2,RB855453,COR,G,113.0,101.69,355
389,21213,430035,1,19,2,RB855453,COR,G,113.0,101.72,354
390,21213,430035,1,19,2,RB855453,COR,G,113.0,101.72,354
391,21213,430035,1,20,2,RB855453,COR,G,113.0,101.66,354
392,21213,430035,1,20,2,RB855453,COR,G,113.0,101.66,354
393,21213,430035,1,21,2,RB855453,COR,G,113.0,101.58,360
394,21213,430035,1,21,2,RB855453,COR,G,113.0,101.58,360
395,21213,430035,1,22,2,RB855453,COR,E,113.0,101.7,358
396,21213,430035,1,23,2,RB855453,COR,G,113.0,101.71,358
397,21213,430035,1,24,2,RB855453,COR,G,113.0,101.71,357
398,21213,430035,1,24,2,RB855453,COR,G,113.0,101.71,357
399,21213,430035,1,25,2,RB855453,COR,G,113.0,101.68,348
400,21213,430035,1,25,2,RB855453,COR,G,113.0,101.68,348
401,21213,430035,1,26,2,RB855453,COR,G,113.0,101.69,354
402,21213,430035,1,26,2,RB855453,COR,G,113.0,101.69,354
403,21213,430035,1,27,2,RB867515,COR,E,95.0,80.96,389
404,21213,430035,1,28,2,RB855453,COR,E,95.0,85.46,362
405,21213,430035,1,29,2,RB855453,COR,G,95.0,85.48,364
406,21213,430035,1,30,2,RB855453,COR,G,95.0,85.51,353
